Item Name,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
ROTULA DIRECCION EXTERNA LH NISSAN SENTRA 13,1,1.00,"6,106.19","CRC 4,500.00","$1,606.19"
ROTULA DIRECCION EXTERNA RH NISSAN SENTRA 13,1,1.00,"6,106.19","CRC 4,500.00","$1,606.19"
FILTRO ACEITE ALFA ROMEO BUICK CHEVROLET / GEELY,1,1.00,"5,398.23","CRC 3,799.00","$1,599.23"
FILTRO DE AIRE TOYOTA COROLLA/ CONQUEST 1.6 HEI40MM OD254MM IDT21MM.,1,1.00,"2,300.88",CRC 704.00,"$1,596.88"
EMPAQUE ESC HY/KIA ACCENT/RIO 11+ (MOTOR G4FA/G4FC/G4FD),2,2.00,"6,017.70","CRC 4,424.78","$1,592.92"
EMPAQUES S073816,1,1.00,"6,017.70","CRC 4,425.00","$1,592.70"
HELLA 1034A /358107322 BOMBILLO P/VEHICULO 12V 23/8W BAY15D,7,7.00,"3,996.46","CRC 2,404.80","$1,591.66"
GAZA MANGUERA TAMAÑO 10 16-30MM Q.10,25,25.00,"2,141.59",CRC 550.00,"$1,591.59"
SOP COMP TRAS LH TOYOTA COROLLA EE90 AE92 EE100 88 01,1,1.00,"8,141.59","CRC 6,550.00","$1,591.59"
SOP COMP TRAS RH TOYOTA COROLLA EE90 AE92 EE100 88 01,1,1.00,"8,141.59","CRC 6,550.00","$1,591.59"
NGK CABLES P/BUJIA NIS./SENTRA 83-85 9463,1,1.00,"17,345.13","CRC 15,753.78","$1,591.35"
TAPA DIST MIT MIRAGE 1.8CC 92-96 (YR311) MD,1,1.00,"4,867.26","CRC 3,276.00","$1,591.26"
FILTRO COMBUSTIBLE TOYOTA FORTUNER,1,1.00,"6,350.44","CRC 4,760.00","$1,590.44"
ROL.COM. DEL / MOD: MIT-LANCER /06-18 4X2 /M.36X64X8 (ASX-OUTLANDER),2,2.00,"7,490.27","CRC 5,900.00","$1,590.27"
BUJIA PRECA. TUC/STA. FE 2.2/SPO/CARENS DIESEL 11V,1,1.00,"5,486.73","CRC 3,900.00","$1,586.73"
Hul-Est-Tras-Hyundai-Starex-H1-97-07 M- 19X38X36 (Maestra),2,2.00,"2,654.87","CRC 1,070.00","$1,584.87"
1.7/8 X 2.7/8 X 3/8 X 15/32 9912 KOSS RET,2,2.00,"6,893.81","CRC 5,309.74","$1,584.07"
FAJA AUT ELANTRA 96-98 DH 1.8 2.0 MD-176794  17260,4,4.00,"5,663.72","CRC 4,080.72","$1,583.00"
SWITCH DE PRESION DE ACEITE TOYOTA/ DAEWOO/ FORD/ MAZDA/ MITSUBISHI/ SUZUKI 1,3,3.00,"2,389.38",CRC 808.50,"$1,580.88"
SOP. CAJA CENTRAL DODGE CARAVAN-GRAND CARAVAN 01-07,1,1.00,"21,061.95","CRC 19,481.91","$1,580.04"
FUSIBLE MEGA 175A BLANCO HELLA-7429020,1,1.00,"5,752.21","CRC 4,173.38","$1,578.83"
SR-B010 ROT.CRE. LH-RH TIPO: ORDI / MIT-LANCER 4X2 07-17 /M.14X14X355,2,2.00,"7,978.76","CRC 6,400.00","$1,578.76"
FAJA 6PK1230 K060485,1,1.00,"5,929.20","CRC 4,350.46","$1,578.74"
EMP. CABEZOTE MIT. MONTERO 2.8DIESEL (4M40/4M40T) (graphite),1,1.00,"7,876.11","CRC 6,300.00","$1,576.11"
ROTULA DIRECCION EXTERNA LH TOYOTA RAV4 01-06 SE3921L,1,1.00,"8,495.58","CRC 6,921.80","$1,573.78"
BOSCH FAJA MICRO-V 5PK1015 (40P),1,1.00,"6,017.70","CRC 4,446.48","$1,571.22"
BOSCH FAJA MICRO-V 5PK836 (33P),1,1.00,"6,017.70","CRC 4,446.48","$1,571.22"
VLV.PCV KP-111 CIVIC D15 87- - 17130-PM3003-CRX,1,1.00,"4,070.80","CRC 2,500.00","$1,570.80"
Hule-Est-Del-RH-Toyota-Rav4-06-18 M-23X47X52,5,5.00,"5,545.13","CRC 3,975.00","$1,570.13"
ZAPATA FRENO HYUNDAI ACCENT 95-99 HYUNDAI ATOS,1,1.00,"7,061.95","CRC 5,492.44","$1,569.51"
RESTAURADOR DE ALUMINIO (ALUMINOL) 1 LITRO,3,3.00,"9,557.53","CRC 7,988.40","$1,569.13"
KIT REP B P FRENO MB MONTERO RAIDE 7/8,1,1.00,"5,840.71","CRC 4,272.00","$1,568.71"
RCT 45 1S SF0914/4E FKG (BRG005/018) 9,1,1.00,"7,061.95","CRC 5,493.40","$1,568.55"
BRG DE BIELA 0.20 3A 83 CB-1410,1,1.00,"7,978.76","CRC 6,410.25","$1,568.51"
FILTRO ACEITE HYUNDAI GENESIS SANTA FE SONATA KIA SORENTO,1,1.00,"6,017.70","CRC 4,450.00","$1,567.70"
SENSOR DE TEMPERATURA HY H1 3 PINES,1,1.00,"8,522.12","CRC 6,955.00","$1,567.12"
SOPORTE RH TOYOTA RAV4 2WD L4 1.8 2.0 96-00 JP1698H,2,2.00,"41,968.14","CRC 40,402.80","$1,565.34"
KASHIMA 7353 MD473 KS1 PASTILLA DE FRENO DELANTERA SEMIMETALICA PARA FORD ESCORT 91-03,1,1.00,"6,017.70","CRC 4,454.00","$1,563.70"
FILTRO DE combustible TOYOTA HILUX/ QUANTUM 2.5 DIESEL 2007- 1KDH/ 2KDH HINO 300 .HEI 78MM OD 84MM ODT32MM NO4CT N04CT,1,1.00,"2,212.39",CRC 649.00,"$1,563.39"
JP1401 BUSH PUNTA TIJ TOYOTA YARIS 00-05,3,3.00,"8,495.58","CRC 6,935.75","$1,559.83"
FILTRO AIRE RAV FORD 2001-2005     20,4,4.00,"7,320.35","CRC 5,760.96","$1,559.39"
MANGUERA  FRENO  DELANTERA LH NISSAN SENTRA B13 HO 51.4 SH52707 SH52707,1,1.00,"5,929.20","CRC 4,370.00","$1,559.20"
BOTA P/PUNTA DE EJE EXTERNA TOYOTA CAMRY 2.0L/ 220/ 300 1992-2001/ CAMRY INNER 2.2/ / 3.0 2001,1,1.00,"2,279.65",CRC 720.50,"$1,559.15"
FAJA ALT. HYU ATOZ 96 HON CIVIC 88/95 4PK0760,1,1.00,"3,805.31","CRC 2,246.37","$1,558.94"
BOTA P/PUNTA DE EJE EXTERNA TOYOTA COROLLA/ CONQUEST/ TAZZ/ RAV4 1.8/ 2.0 1984,1,1.00,"2,212.39",CRC 654.50,"$1,557.89"
ROTULA DIRECCION EXTERNA  RH TOYOTA RAV4 00-03 SE-3921R,1,1.00,"5,840.71","CRC 4,282.92","$1,557.79"
"MANGUERA RADIADOR SUPERIOR VITARA 1.6 8/16V  91-14  93-00 SAMUR 1.3 1"" 1/8 OEM 1784160A00",2,2.00,"7,490.26","CRC 5,932.76","$1,557.50"
FAJA AUT ACCORD PS 2.0 FRONTIER 2.4 KA24 96-720  15360,3,3.00,"5,054.87","CRC 3,497.79","$1,557.08"
FAJA UNICA GRAN VITARA 10-12.  805K6,1,1.00,"7,433.63","CRC 5,877.95","$1,555.68"
CHV DELO GEAR EP-5 80W90  (12/1 QT),2,2.00,"8,915.93","CRC 7,360.36","$1,555.57"
PORTA CARBON ARRANCADOR HITACHI NISSAN 69-8117,1,1.00,"5,752.21","CRC 4,196.83","$1,555.38"
EMP CABEZOTE SZ APV 1.6 G16A/BALENO,1,1.00,"5,752.21","CRC 4,200.00","$1,552.21"
"ROTULA DIRECCION EXTERNA RH/LH. SUZUKI APV. 04/08, CELERIO 14/21,SWIFT. 03/11, ALTO. 04/16, SE-7561= M68K00, 63J00",2,2.00,"11,150.44","CRC 9,600.00","$1,550.44"
Hule-Est-Del-Nissan-XTrail-00-07-T30 M- 25X43X48,2,2.00,"3,539.82","CRC 1,990.00","$1,549.82"
90X104X11 RET KOSS CIG.TRA CHV OPTRA 8-9,1,1.00,"5,929.20","CRC 4,380.53","$1,548.67"
FILTRO AIRE SIDEKICK X90 92-98 16V  FMA-2107,3,3.00,"6,460.18","CRC 4,912.83","$1,547.35"
MANGUERA INF RAD HYU ACCENT BLUE,1,1.00,"4,424.78","CRC 2,878.42","$1,546.36"
ROLL BOC DEL MZ B2000 B2200 TRAS SPARK 05-12,1,1.00,"5,840.71","CRC 4,294.64","$1,546.07"
RETENEDOR  CIGUEÑAL TRASERO TOYOTA TERCEL/STARLET1.32E/4E-FE8v(75x100x8.5)NJ407,2,2.00,"7,345.13","CRC 5,800.00","$1,545.13"
SOP-MOT-HONDA-CIVIC-00-05 IZQUIERDO,1,1.00,"19,911.50","CRC 18,368.32","$1,543.18"
"FAJA ALT. HILUX. D/H. CIVIC. 84/87, 15350 ,11A0890 ,35""",1,1.00,"3,805.31","CRC 2,262.50","$1,542.81"
"MANGUERA RADIADOR INFERIOR NISSAN B13 1.6 16V GA16DE 92- 1"" 5/16",1,1.00,"5,840.71","CRC 4,298.51","$1,542.20"
ROL EMPUJE CH. SPA 0.8/1.0 06-13/GO/BEAT 1.2 18-22/ 1.0/AVE 1.2/SZ. ALTO 0.8/1.0/K12/K14 (25186768),1,1.00,"8,522.12","CRC 6,980.00","$1,542.12"
ROTULA CREMALLERA CHEVROLET AVEO 05-  16X12X200,2,2.00,"8,141.59","CRC 6,600.00","$1,541.59"
FILTRO DE COMBUSTIBLE TOYOTA HILUX 2.7 P690 1998-/ IPSUM 3S IMPORTS 1996-,1,1.00,"2,212.39",CRC 671.00,"$1,541.39"
BOMBA AUX FRENO ISUZU DMAX 4X2 02-15 GREAT WALL 15/16,2,2.00,"16,637.17","CRC 15,096.44","$1,540.73"
B.A.C 3/4 MAZDA 323 - PROTEGE 89,1,1.00,"5,840.71","CRC 4,300.00","$1,540.71"
"FILTRO CONBUSTIBLE NISSAN FRONTIER 00-08 3.2 NP300 2.7 09-15 97MMX130,5MM 1640502N10",1,1.00,"5,840.71","CRC 4,300.00","$1,540.71"
BUSH PUNTA TIJ TOYOTA COROLLA AE80 - AE82,2,2.00,"5,840.70","CRC 4,300.00","$1,540.70"
DESENGRASANTE INDUSTRIAL H.D. 1 LITRO,5,5.00,"13,828.23","CRC 12,288.50","$1,539.73"
BUS.TIJ. DEL / MOD: HYUN-TUCSON /05-10 /M.12X38X55 (SPORTAGE),2,2.00,"5,486.73","CRC 3,950.00","$1,536.73"
MS-2404A BRG.BNCDA.STD G13A 12340-28000,1,1.00,"7,734.51","CRC 6,200.00","$1,534.51"
PASTILLA FRENO TRASERA CERAMICA MITSUBISHI MONTERO -00 TODOS C/ DISCO,1,1.00,"10,088.50","CRC 8,555.39","$1,533.11"
TERMOSTATO HY. SANTA FE 2.4/ SON 00-05 2.4 / MIT. MIRAGE/LANCER (82°C),1,1.00,"8,522.12","CRC 6,990.00","$1,532.12"
GALLETA DE COMPENSADOR HONDA JAZZ FIT 1.4I CVT 2004  IMORT / LOCAL .,1,1.00,"2,361.06",CRC 830.50,"$1,530.56"
FILTRO TRANSMISION AUTOMATICA COROLLA 01-08 1.8 2ZZ 3ZZ ALTIS 01-14 1.6 3ZZ 18H,1,1.00,"5,752.21","CRC 4,222.99","$1,529.22"
HULE-EST-DEL-MAZDA-3-03-12 M-17X45X48,2,2.00,"5,840.71","CRC 4,312.00","$1,528.71"
FIL AI DAIHATSU TERIOS 00-06 1.3 FMA-1911,1,1.00,"3,539.82","CRC 2,011.72","$1,528.10"
FILTROTRO AIRE HYUNDAI I20 18-,1,1.00,"3,716.81","CRC 2,189.23","$1,527.58"
CR0340R ROT.CRE. LH-RH TIPO: ORDI / KIA-SORENTO 4X2 09-13 /M.18X16X207,2,2.00,"7,327.43","CRC 5,800.00","$1,527.43"
BOSCH FAJA MICRO-V 5PK1644 (64.3/4P),1,1.00,"5,663.72","CRC 4,136.91","$1,526.81"
SOPORTE DELANTERO HONDA FIT L4 1.5 06-08,2,2.00,"20,530.98","CRC 19,004.28","$1,526.70"
RELAY 4P HYUNDAI 12V 20/30A BLICK ST-01040.,3,3.00,"3,982.30","CRC 2,455.61","$1,526.69"
SR-7580 ROT.CRE. LH-RH TIPO: ORDI /SUZ-BALENO 4X2 95-02 /M.14X12X328,1,1.00,"4,424.78","CRC 2,900.00","$1,524.78"
ROTULA BRAZO PITMAN MIT MONTERO 90/10 SP- 7720,1,1.00,"8,761.06","CRC 7,236.66","$1,524.40"
ROTULA DE DIRECCION EXTERNA LH HONDA CIVIC 12 OCTAVA GEN,1,1.00,"5,840.71","CRC 4,317.50","$1,523.21"
ROTULA DE DIRECCION EXTERNA RH HONDA CIVIC 12 OCTAVA GENERACION,1,1.00,"5,840.71","CRC 4,317.50","$1,523.21"
"MANGUERA CALEFACCION, 5/8, 16MM",1,1.00,"5,752.21","CRC 4,230.00","$1,522.21"
FIL AIRE HILUX 2.0 18R 3Y 2.4 2L/3L 94-98 JAPON 2.8 94-01 2H 4Y MITS L200 4 FIL AIRE,1,1.00,"5,663.72","CRC 4,144.41","$1,519.31"
FAJA DIST SIDEKICK G16A 8V 88-93 - 95RUCT19-95,1,1.00,"5,699.12","CRC 4,180.00","$1,519.12"
FILTRO AIRE COROLLA 03-1RZ 2RZ 3RZ 97-     40,3,3.00,"4,488.49","CRC 2,970.18","$1,518.31"
Filtro Servicio Liviano Aire Cabina Hiace 2022,1,1.00,"6,513.27","CRC 4,999.00","$1,514.27"
Hule-Est-Del-Toyota-Corolla-96-02-AE101-M-22X37X40,4,4.00,"3,893.81","CRC 2,380.00","$1,513.81"
PASTILLA F CERAMICA NS SENTRA B13 91-94,1,1.00,"9,911.50","CRC 8,397.72","$1,513.78"
ROT DIR INT SIDEKICK 88-VITARA 95-SE-7542,2,2.00,"13,451.33","CRC 11,937.60","$1,513.73"
TORNILLO ESTABILIZADOR DELANTERO FORD. MERCURY ECOSPO,2,2.00,"18,230.09","CRC 16,717.14","$1,512.95"
TW-1070GP CALZAS AXIALES C240/4JB1/4JG2 -9-11,1,1.00,"3,008.85","CRC 1,500.00","$1,508.85"
RETENEDOR  EJE BALANCE INF.B/ACEITE STA/TER/GALL2.54D56/4G62(25x35x6)(NJ610),2,2.00,"5,486.72","CRC 3,980.00","$1,506.72"
TERMOSTATO TY 1KDFTV/2KDFTV,1,1.00,"9,026.55","CRC 7,520.00","$1,506.55"
Relay Nissan Sentra B13,1,1.00,"1,946.90",CRC 445.50,"$1,501.40"
BUS.TIJ. DEL INF / MOD: MIT-L200- SPORTERO /06-15 4X2 /M.14X42X80,2,2.00,"7,490.27","CRC 5,990.00","$1,500.27"
BOMBA AUXILIAR CLUTCH MITSUBISHI MONTERO L200 NATIVA HYUNDAI PORTER 88-96 3/4,1,1.00,"7,571.68","CRC 6,071.70","$1,499.98"
ROTULA ESTAB. DEL HONDA CRV 07-11,2,2.00,"18,230.09","CRC 16,732.36","$1,497.73"
Bush-Res-Nissan-D21-4X2-Frontier-Xterra- D22-00-15-M-12X33X70,2,2.00,"5,486.73","CRC 3,990.00","$1,496.73"
Bush-Ten-Tras-Hyundai-Tucson-05-10- 2WD-4WD M-12X64X55,2,2.00,"5,486.73","CRC 3,990.00","$1,496.73"
Hule-Est-Del-Mazda-3-14-18-M-19X53X40,2,2.00,"5,486.73","CRC 3,990.00","$1,496.73"
ROL SOP COMP DEL NISSAN VERSA MARCH,2,2.00,"5,486.73","CRC 3,990.00","$1,496.73"
CABLE ELECTRICO 14 ROJO 30MTS,0,0.47,"6,738.05","CRC 5,241.55","$1,496.50"
FAJA TRACKER VITARA 99-03 ALT AERIO 02- SX-4. 5PK1550,1,1.00,"5,575.22","CRC 4,079.63","$1,495.59"
COMPENSADOR KIA PICANTO 04-11 HYUNDAI i10 07- DEL RH,1,1.00,"31,769.91","CRC 30,274.52","$1,495.39"
BUJE DIFER MB MONTERO PAJERO 10-00-3.8 R/L,1,1.00,"4,424.78","CRC 2,932.83","$1,491.95"
JP688 SOP-MOT-NISS-SENTRA-B11-DELANTERO,1,1.00,"7,408.85","CRC 5,918.13","$1,490.72"
PERMATEX SILICONE ROJO RTV 3oz BLISTER 26BR (,2,2.00,"4,690.27","CRC 3,200.00","$1,490.27"
PASTILLA F CERAMICA HY ACCENT BLUE ELANT 11- TUCSON 15-,1,1.00,"9,292.04","CRC 7,802.71","$1,489.33"
TRASERA PASTILLA FRENO CERAMICA HY ACCENT BLUE ELANT 11- TUCSON 15-,1,1.00,"9,292.04","CRC 7,802.71","$1,489.33"
TERMINAL EXT L/H,1,1.00,"8,407.08","CRC 6,918.42","$1,488.66"
TERMINAL EXT R/H,1,1.00,"8,407.08","CRC 6,918.42","$1,488.66"
BEARING DE BIELA G4KE/G4KC 2007-,1,1.00,"5,486.73","CRC 4,000.00","$1,486.73"
EMP.MULTPL.ESC.14036-W7060 Z24/Z22 - JC-133 2,2,2.00,"5,486.73","CRC 4,000.00","$1,486.73"
EMPAQUES S191816,1,1.00,"5,486.73","CRC 4,000.00","$1,486.73"
FILTRO AIRE TOYOTA RAV 4 13-18,1,1.00,"5,486.73","CRC 4,000.00","$1,486.73"
"VALVULA PCV RIO 1,5 DOHC",1,1.00,"5,486.73","CRC 4,000.00","$1,486.73"
PASTILLA F SM KIA PICANTO 10- ARO 13,1,1.00,"9,469.03","CRC 7,983.54","$1,485.49"
COMPENSADOR HYUNDAI ACCENT 11- BLUE KIA RIO 11- DEL LH,1,1.00,"31,592.92","CRC 30,110.40","$1,482.52"
COMPENSADOR HYUNDAI ACCENT 11- BLUE KIA RIO 11- DEL RH,1,1.00,"31,592.92","CRC 30,110.40","$1,482.52"
"INTERRUPTOR P/LUZ DE FRENO TOYOTA M10X1,25",3,3.00,"2,389.38",CRC 907.50,"$1,481.88"
BOMBA AUXILIAR CLUTCH TOYOTA CORAXI COROLL DX/RAV4 97- 1C 2C 1S 2S 3S 13/16,1,1.00,"7,408.85","CRC 5,933.46","$1,475.39"
CB-1035A BRG.BIELA 020 2R 68-76 - 12R 68-88-1320,1,1.00,"5,575.22","CRC 4,100.00","$1,475.22"
CB-1211A BRG.BIELA STD VG30D V6 3000cc - 86--12,1,1.00,"5,575.22","CRC 4,100.00","$1,475.22"
RET. CIG. TRAS. TY. PRADO/4RUNNER/TACOMA 3.4 5VZ (92x110x9.5) NK170,1,1.00,"5,575.22","CRC 4,100.00","$1,475.22"
SWITCH PEDAL LUZ FRENO HY. TERRA 01-06/SON YF 10-/TUC 04- (4P)(93810-38110),1,1.00,"5,575.22","CRC 4,100.00","$1,475.22"
ABRO PENETRANTE LUBRICANTE 7 Onz 210m,7,7.00,"9,174.31","CRC 7,700.00","$1,474.31"
FAJA DISTRIBUCION 4AF 5AF 91- - 117MY21-117 DNTS. 21MM,1,1.00,"6,473.45","CRC 5,000.00","$1,473.45"
BOSCH FAJA MICRO-V 5PK1175 (46.1/4P),1,1.00,"5,575.22","CRC 4,103.76","$1,471.46"
SWITCH PEDAL FRENO PREGIO/SHUMA/RIO,1,1.00,"5,486.73","CRC 4,015.96","$1,470.77"
ROLL EMPUJE RCT4075-1S A12/J15/SD22/Z22 - BRG,1,1.00,"7,327.43","CRC 5,860.00","$1,467.43"
CB-1169A BRG.BIELA 010 EXCEL-G13B/15B - 86-94 C,1,1.00,"4,867.26","CRC 3,400.00","$1,467.26"
SOPORTE TRANSMISION MANUAL HYUNDAI ACCENT 1.5/1.6 1994-2003,1,1.00,"16,121.24","CRC 14,656.00","$1,465.24"
RETENEDOR  CIGUEÑAL DELANTERO TUCSON2.005-10TCI/SANTAFE2.205-(32x45x6),1,1.00,"3,362.83","CRC 1,900.00","$1,462.83"
FAJA COROLLA CORAXI 1ZZ 01- AVEO 04- OPTRA 1.6.  740K6,1,1.00,"7,079.65","CRC 5,617.28","$1,462.37"
FAJA ALT HYU EXCEL ELANTRA A/C COROLLA 93/97 4PK0870,1,1.00,"4,152.21","CRC 2,690.80","$1,461.41"
FILTRO SERVICIO LIVIANO DIESEL LFF3504T,1,1.00,"5,691.15","CRC 4,230.00","$1,461.15"
FILTRO AIRE CITROEN C3/4 09  PEUGOT 2008 13- 207 7-  MINI COOPER,2,2.00,"5,132.74","CRC 3,672.40","$1,460.34"
43X54X11 JUEGO RET TUBON MOT VARIOS 789,1,1.00,"4,867.26","CRC 3,407.08","$1,460.18"
SOP.MOT. TRAS / MOD: HYUN-ELANTRA /01-05 MT-ATM 4X2 (CAJA),1,1.00,"7,408.85","CRC 5,950.00","$1,458.85"
ROTOR DISTR YR245 NISS D21,1,1.00,"3,907.96","CRC 2,450.00","$1,457.96"
"ROL ALTERNADOR HYU. EXCEL, MIT. 15X47X14",4,4.00,"7,964.60","CRC 6,507.20","$1,457.40"
FAJA AUT COUNTY 2X CARRO PRADO 09 17470,2,2.00,"5,132.74","CRC 3,676.20","$1,456.54"
FIL GAS HONDA CIVIC DX LX CRX PRELUDE 87- FIL GAS HONDA CIVIC DX LX CRX,1,1.00,"5,575.22","CRC 4,120.47","$1,454.75"
"MANGUERA SUP. RAD. NIS. X-TRAIL. 00/06, T30, QR25, YD22",1,1.00,"5,575.22","CRC 4,121.08","$1,454.14"
"(G) FIL TRANS AUT COROLLA ALTIS 08-10 YARIS 01-11 VIOS 07-14 19H",1,1.00,"5,398.23","CRC 3,945.02","$1,453.21"
"SWITCH DE TEMPERATURA NISSAN M12,1,25",2,2.00,"2,123.90",CRC 671.00,"$1,452.90"
PASTILLA F SM HY EXCEL 89- ELANTRA ACCENT-05 GETZ,1,1.00,"9,292.04","CRC 7,840.41","$1,451.63"
KOSS CIG DEL VITARA NJ413J,1,1.00,"3,097.35","CRC 1,650.00","$1,447.35"
"TAPON DE CARTER 12MM 1,25",5,5.00,"5,946.91","CRC 4,501.15","$1,445.76"
FILTRO ACEITE ACURA HONDA ACCORD CIVIC CRV ODYSSEY,3,3.00,"5,943.37","CRC 4,500.00","$1,443.37"
FILTRO AIRE RAV 4 2007- CAMRY FMA-1095,3,3.00,"5,309.73","CRC 3,868.26","$1,441.47"
HULE ESTAB HY TUCSON IX35 10-ELANTRA 07- KIA SPORTAGE DEL,2,2.00,"2,654.87","CRC 1,213.92","$1,440.95"
RETENEDOR  CIGUEÑAL DELANTERO COROLLA1.81ZZ98-11/RAV42.407-(38x50x8)(NJ347),2,2.00,"5,840.71","CRC 4,400.00","$1,440.71"
RETENEDOR SALIDA  CAJA IZQ.SUZUKI CARRY/SPA/MAT0.8/1.0(35x62x9.5)(NJ761),1,1.00,"3,539.82","CRC 2,100.00","$1,439.82"
ABRO PINTURA BLANCO BRILLA AEROS 8oz,5,5.00,"5,929.20","CRC 4,490.00","$1,439.20"
FAJA ALT UNIVERSAL 6PK1820,1,1.00,"7,164.60","CRC 5,726.00","$1,438.60"
FAJA AUT D21 3.0 V6 MITS CACHETONA GRACE AIRE ACC FRONTIER 2.4 17370,2,2.00,"3,893.81","CRC 2,455.68","$1,438.13"
HARDWARE HYUNDAI ELANTRA EXCEL ACCENT -05 D440 D404,5,5.00,"4,769.91","CRC 3,331.80","$1,438.11"
FILTRO DE AIRE TOYOTA SURF 2.7/ PREVIA 2.4 2TZFE/ NOAH / PRADO 3RZ IMPORTS HONDA ODYSSEY 1.6L 2004- 250 X 175 X 50,1,1.00,"2,212.39",CRC 775.50,"$1,436.89"
ROTULA DIRECCION EXT LH CHEVROLET AVEO 05-- SEK840 1L,1,1.00,"5,486.73","CRC 4,050.00","$1,436.73"
SOP. MOTOR TRASERO HYUNDAI ACCENT 1,1,1.00,"19,380.53","CRC 17,944.47","$1,436.06"
NJ-062 EJE DLNT.RN/LN/BJ4/BJ60 - 62x85x10-90311-,2,2.00,"5,132.74","CRC 3,700.00","$1,432.74"
HELLA 881 BOMBILLO P/VEHICULO HALOGENO MULTIUSO 12V 27W PGJ13 (H27),4,4.00,"6,541.58","CRC 5,112.00","$1,429.58"
FILTRO SERVICIO LIVIANO AIRE PRIMARIO CILINDRICO,1,1.00,"5,486.73","CRC 4,060.00","$1,426.73"
Filtro Servicio Livian Aire Cabina Panel CAF1800CT,1,1.00,"4,424.78","CRC 3,000.00","$1,424.78"
"ROT. ESTAB. DEL. LH. KIA PICANTO. 11/17, HYU. I20. 10/19, CLKH-43L, SLK-8200L, 247X10",1,1.00,"5,398.23","CRC 3,975.00","$1,423.23"
"ROT. ESTAB. DEL. RH. KIA PICANTO. 11/17, HYU. I20. 08/19, CLKH-43R, SLK-8200R,TIPO Z. 247X10",1,1.00,"5,398.23","CRC 3,975.00","$1,423.23"
"ROT. ESTAB. TRAS. RH. HON. CIVIC. 05/15, CLHO-36, SL-6385R, TIPO Z. 102X10",1,1.00,"5,486.73","CRC 4,063.50","$1,423.23"
HUL.BAL. TRAS TIPO: LARGO / MOD:TOY-HILUX,8,8.00,"5,861.95","CRC 4,440.00","$1,421.95"
"ROT. ESTAB. TRAS. LH. HYU. GRAND STAREX, H-1. 07/18, CLKH-39L, SLK-8175L,TIPO C. 114X12 = 55530-4H200",2,2.00,"6,838.94","CRC 5,418.40","$1,420.54"
ROT SUS INF SIDEKICK 88-VITARA 95- SB-7542,2,2.00,"12,920.35","CRC 11,500.10","$1,420.25"
ROTULA DIRECCION EXTERNA LH TOYOTA RAV4 00-03 SE-3921L,1,1.00,"5,398.23","CRC 3,978.83","$1,419.40"
"MANGUERA INF. RAD. NIS. X-TRAIL, 00/07, QR20",1,1.00,"5,221.24","CRC 3,804.30","$1,416.94"
ROTULA ESTABILIZADORA RH DELANTERA D-MAX 4WD TFS 02-SL-5400R,2,2.00,"8,630.09","CRC 7,213.56","$1,416.53"
SOCKET DE RELAY PORCELANA BLICK,6,6.00,"6,371.69","CRC 4,956.00","$1,415.69"
BOSCH FAJA MICRO-V 4PK1090 (43P),1,1.00,"5,398.23","CRC 3,983.31","$1,414.92"
FILTRO AIRE YARIS HECHO 00-05    60,4,4.00,"5,373.45","CRC 3,960.24","$1,413.21"
PASTILLA F SM NS TIIDA MICRA DEL 06-,1,1.00,"8,938.05","CRC 7,525.15","$1,412.90"
ROTULA CREMALLERA SUZUKI ALTO HEMBRA 14X12X237 SR7600,2,2.00,"7,610.62","CRC 6,200.00","$1,410.62"
ROTULA DIRECCION EXTERNA LH TOYOTA RAV4 06-12,1,1.00,"7,610.62","CRC 6,200.00","$1,410.62"
ROTULA DIRECCION EXTERNA RH TOYOTA RAV4 06-12,1,1.00,"7,610.62","CRC 6,200.00","$1,410.62"
ESCOBILLA 16 BOSCH AEROFIT INDIVIDUAL,1,1.00,"5,044.25","CRC 3,633.80","$1,410.45"
CB-1411A BRG.BIELA 010 2L-TURBO/3L 88- - 5L-1304,1,1.00,"5,309.73","CRC 3,900.00","$1,409.73"
HULE CREMALLERA ISUZU D-MAX 4X4,2,2.00,"5,309.73","CRC 3,900.00","$1,409.73"
PASTILLA IGNICION ACCENT,1,1.00,"5,309.73","CRC 3,900.00","$1,409.73"
RETENEDOR  CIGUEÑAL TRASERO TOYOTA 1AZ/2AZ/3SGE(89x105x10),1,1.00,"5,309.73","CRC 3,900.00","$1,409.73"
ROT.DIR. LH EXT / CHEV OPTRA 4X2 03-08,1,1.00,"5,309.73","CRC 3,900.00","$1,409.73"
ROT.DIR. RH EXT / CHEV OPTRA 4X2 03-08,1,1.00,"5,309.73","CRC 3,900.00","$1,409.73"
EMP CABEZOTE CH SPARK/MATIZ 0.8/DAM/CMV,1,1.00,"5,398.23","CRC 3,990.00","$1,408.23"
EMP. TAPA VALV. NI. ALTI 2.5/MURA/X-TRAIL/FRONT 2.5 QR25DE T32 (13270-JG30A),1,1.00,"5,398.23","CRC 3,990.00","$1,408.23"
SOP.COM. DEL LH-RH TIPO: ROL / MOD: HYUN-ACCENT-VERNA /94-05 4X2,2,2.00,"15,398.23","CRC 13,990.00","$1,408.23"
VALV. PCV CH. SPA/MAT 0.8/1.0/AVE 1.2/DAM/CMV,1,1.00,"5,398.23","CRC 3,990.00","$1,408.23"
