Item Name,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
BOMBA PRINCIPAL CLUTCH NISSAN TIIDA 07-14 SENTRA B165/8 JUKE VERSA HR16 HR18,2,2.00,"68,591.15","CRC 52,226.62","$16,364.53"
Aceite Defender Mineral HD 15W40 CI-4 QT,19,19.00,"56,258.40","CRC 39,900.00","$16,358.40"
"""TIJERETA CH TRAX 12-21 DEL INF LH""",1,1.00,"58,407.08","CRC 42,066.00","$16,341.08"
COMPENSADOR SUZUKI CIAZ LH DELANTERO 16-,6,6.00,"140,357.53","CRC 124,030.10","$16,327.43"
"BRAZO TENSOR INF. LH. TOY. RAV. 00/05, (JP-2044)",4,4.00,"57,743.35","CRC 41,445.00","$16,298.35"
ZAPATA FRENO DE MANO LAND CRUISER 95--/4RUNNER 03-05,2,2.00,"41,946.98","CRC 25,663.72","$16,283.26"
MONROE AMORTIGUADOR HYUNDAI ACCENT PB-RB 2012-14 FR-RH,2,2.00,"67,473.45","CRC 51,193.46","$16,279.99"
Sop-Comp-Del-Toyota-Rav4-06-18-Con- Guia,4,4.00,"56,725.67","CRC 40,455.00","$16,270.67"
BOMBA GASOLINA MODULO FORD,1,1.00,"61,946.90","CRC 45,676.58","$16,270.32"
"DISCO F HD DEL CIVIC 1,8 07- CRZ 12",2,2.00,"45,132.74","CRC 28,869.32","$16,263.42"
Bomba Gas Elect HY TY MIT ISUZ 2.0 (ALTO FLUJO DELGADA) KING STEE,4,4.00,"66,258.39","CRC 50,000.00","$16,258.39"
SENSOR POS CIGÜEÑAL MAZDA,1,1.00,"34,513.27","CRC 18,263.21","$16,250.06"
NKK JP NH-0425 JCCD-V0086-TY DISCO CLUTCH 1K,1,1.00,"73,225.66","CRC 57,000.00","$16,225.66"
"ROT. ESTAB. DEL. RH. HON. CIVIC. 05/11, CLHO-47, SL-6380R, CLHO-47,TIPO C. 95X10",5,5.00,"34,219.48","CRC 17,998.00","$16,221.48"
COMPENSADOR DELANTERO LH TOYOTA CAMRY 2006-  ACV40 JAPAN IMPORT,1,1.00,"23,893.81","CRC 7,672.50","$16,221.31"
BOMBA PRINCIPAL CLUTCH MITSUBISHI MONTER/PAJERO/L200 GALLOPER 89-91 MR132298 5/8,3,3.00,"56,800.00","CRC 40,578.79","$16,221.21"
TAMBOR F TY LAND C BJ90-TRAS BD35043,2,2.00,"62,123.89","CRC 45,908.18","$16,215.71"
BOMBILLO H11 12V 55W (IGUAL A H8 35W) .,19,19.00,"25,097.35","CRC 8,882.50","$16,214.85"
B.ACEITE 16100-61J00 SUZUKI CARRY/APV07,1,1.00,"62,300.88","CRC 46,087.00","$16,213.88"
JGO EMP. MOTOR MZ. MAZDA 2/3 1.6 04-13ZL/ZJ,1,1.00,"43,313.27","CRC 27,100.00","$16,213.27"
COMPENSADOR MITSUBISHI MONTERO SPORT 09- TRAS,3,3.00,"62,389.38","CRC 46,197.94","$16,191.44"
BOMBA GAS COMPLETA TY YARIS 06-,1,1.00,"60,176.99","CRC 43,990.00","$16,186.99"
SET CABLES DE BUJIA NISSAN 1TON KA24 CARAVAN 2004-  KA24 IMPORT,4,4.00,"25,663.71","CRC 9,482.00","$16,181.71"
ROL TENSOR CON BASE FAJA U. MIT OUTL 08 4G69 2.4 1345A06 1345A060 1345A079,1,1.00,"60,176.99","CRC 44,000.00","$16,176.99"
KIT CLUTCH HY CRETA 1.6cc G4FG,1,1.00,"72,469.03","CRC 56,293.61","$16,175.42"
EMPAQUE CABEZOTE 2TRFEV,1,1.00,"30,973.45","CRC 14,801.85","$16,171.60"
COMPENSADOR HYUNDAI ELANTRA 11- KIA RIO 11- VELOSTER B/B R/L TRAS,2,2.00,"61,061.95","CRC 44,893.56","$16,168.39"
BUS.TIJ. DEL TIPO: MONTURA / MOD: NISS-SENTRA-B16-B17 /06-18 4X2 /M.12X58X21X53,13,13.00,"35,161.07","CRC 18,995.00","$16,166.07"
SOPORTE MOTOR DELANTERO NISSAN SENTRA 1.8/2.0 2000-2006 // NISSAN ALMERA 1.8 2000-2006 // RENAULT SCALA 1.6 2011-2013,5,5.00,"64,955.75","CRC 48,791.85","$16,163.90"
SOPORTE MOTOR TRANSMISSION CHEVROLET SPARK GO 1.2 2010-,3,3.00,"73,249.56","CRC 57,096.27","$16,153.29"
SET DE VALVULAS DE ADMICION  D4CB SORENTO/BONGO/H-100,1,1.00,"41,150.44","CRC 25,000.00","$16,150.44"
Bush-Punta-Tij-Toyo-Yaris-06-13-M-21X60X61,16,16.00,"39,185.85","CRC 23,040.00","$16,145.85"
COMPENSADOR MZ 323 90-94 /PROTEGE 90-94 /FD ESCORT 91-96 /LASER 90-94 DEL RH,1,1.00,"45,132.74","CRC 28,990.00","$16,142.74"
SB-3662L ROT.SUS. LH INF / TOY- TACOMA 4X4 95-04,2,2.00,"42,124.00","CRC 25,990.00","$16,134.00"
SB-3662R ROT.SUS. RH INF / TOY-TACOMA 4X4 95-04 /M.16,2,2.00,"42,124.00","CRC 25,990.00","$16,134.00"
PASTILLA FRENO CERAMICA HONDA CRV ODYSSEY 05- ACCORT ACURA D1521,3,3.00,"61,858.41","CRC 45,730.68","$16,127.73"
TAMBOR CHEVROLET AVEO 05-SPARK GT 10-,4,4.00,"52,035.41","CRC 35,920.00","$16,115.41"
SOP.MOT. RH / MOD: CHEV-SPARK-GO 1.2 /13-22 MT-ATM 4X2,3,3.00,"75,964.60","CRC 59,850.00","$16,114.60"
BOMBA AUX FRENO TOYOTA RAV4 TRAS R/L 00-05 3/4 DAIHATSU TERIOS BEGO 06-,8,8.00,"60,177.00","CRC 44,064.48","$16,112.52"
SB-N252 ROT.SUS. LH-RH INF / NISS- NAVARA 4X4 05-15 /M.23X43,2,2.00,"23,893.82","CRC 7,800.00","$16,093.82"
SET DISTIBRUCION HYUNDAI ACCENT BLUE 1.6 S/PIÑON VVTI 2B620 ETCK5063,2,2.00,"56,492.03","CRC 40,400.00","$16,092.03"
COMPENSADOR HYUNDAI ELANTRA 11-16 DEL LH 3330049,3,3.00,"90,842.47","CRC 74,752.62","$16,089.85"
DISCO F TY TRAS LAND C SEQUIOA TUNDRA 07- D1304,2,2.00,"61,592.92","CRC 45,504.06","$16,088.86"
"ROT. ESTAB. DEL. LH. HYU. SANTA FE. 05/12, VERACRUZ. 06/15, KIA SORENTO. 09/14, CLKH-32L, SLK-8160L,TIPO Z. 371X12",6,6.00,"45,876.09","CRC 29,796.00","$16,080.09"
SL-3810B ROT ESTAB DEL LANDCRUISER 98,4,4.00,"70,874.34","CRC 54,800.00","$16,074.34"
PISTONES STD ACCENT 1500 16V,1,1.00,"54,070.80","CRC 38,000.00","$16,070.80"
Am.HD CRV 02-06 Del LH G (331036-331051) Element 03-06,2,2.00,"82,051.33","CRC 66,000.00","$16,051.33"
Am.HD CRV 02-06 Del RH G (331035-331050)/Element 03-06,2,2.00,"82,051.33","CRC 66,000.00","$16,051.33"
SENSOR POSICION ARBOL LEVAS NISSAN,1,1.00,"44,247.79","CRC 28,201.68","$16,046.11"
AMORT DEL LH NIS MARCH K13 12,1,1.00,"57,522.12","CRC 41,485.00","$16,037.12"
AMORT DEL LH NIS MARCH K14,1,1.00,"57,522.12","CRC 41,485.00","$16,037.12"
AMORT DEL RH NIS MARCH K13,1,1.00,"57,522.12","CRC 41,485.00","$16,037.12"
AMORT DEL RH NIS MARCH K13 12,1,1.00,"57,522.12","CRC 41,485.00","$16,037.12"
BOMBA ACEITE ACCENT 1.5 SOHC 21310-22010,1,1.00,"53,008.85","CRC 37,000.00","$16,008.85"
CARBURADOR J15 NISSAN,1,1.00,"61,592.92","CRC 45,600.00","$15,992.92"
"ROT. CREMA. HON. JAZZ, CITY. 02/09, FIT. 06/08, CRHO-30, SR-6300R =53011-SEL-003, 18X12X230",2,2.00,"21,982.30","CRC 5,995.00","$15,987.30"
PASTILLA FRENO SEMI METALICA TOYOTA HIACE 05-,6,6.00,"71,185.85","CRC 55,203.60","$15,982.25"
"""Am.MIT Lancer 03-08 Del R/L Chasis CS3 Gas""",2,2.00,"61,238.94","CRC 45,260.00","$15,978.94"
MANGUERA GASOLINA 5/16 10 METROS.,12,11.95,"51,478.80","CRC 35,518.13","$15,960.67"
Bomba de Agua Hyundai Tucson 2010-2015 G4KD,2,2.00,"22,938.05","CRC 6,985.00","$15,953.05"
Bush-Ten-Tras-LH-Hyundai-Tucson-IX35-11 -20-4X4-Corbatin M-83MM,6,6.00,"55,596.56","CRC 39,648.00","$15,948.56"
ZAPATA FRENO TOYOTA COROLLA CAMRY CELICA 84-02,8,8.00,"71,886.73","CRC 55,938.96","$15,947.77"
SB-3842 ROT INF PRADO 4 RUNNER 02- 43330-6001,3,3.00,"65,844.25","CRC 49,900.00","$15,944.25"
B A FRENO MB CANTER DEL RH -95 11/4,2,2.00,"35,221.24","CRC 19,277.62","$15,943.62"
P EJE SZ SX4 4X4 1.6cc 06-12 28X29,3,3.00,"61,327.44","CRC 45,384.09","$15,943.35"
"BOBINA IGNICION CITROEN, MITSUBISHI",1,1.00,"44,601.77","CRC 28,658.82","$15,942.95"
B P FRENO TY HILUX RUNNER 88-04 TACOMA 3VZ 01-15/16,2,2.00,"61,061.95","CRC 45,136.22","$15,925.73"
PIÑ0N DIST CIGUEÑAL 6G72 6G74 9397 V93W,2,2.00,"64,906.19","CRC 49,000.00","$15,906.19"
"TIJERETA LH. HYU. I10, 04/16 = 0X100,0X200,0X300",2,2.00,"60,884.96","CRC 44,992.60","$15,892.36"
"TIJERETA RH. HYU. I10. 07/16 = 0X100, 0X200, 0X300",2,2.00,"60,884.96","CRC 44,992.60","$15,892.36"
AMORTIGUADOR MIT LANCER/MIRAGE 93-97 DELANTERO R/L G EAG/DODGE COLT 333124 /333125,2,2.00,"60,884.96","CRC 45,000.00","$15,884.96"
Am.Ford Festiva/Aspire 94-97 /Kia Pride/Avella Tras 87-93 G (341079),2,2.00,"60,884.96","CRC 45,000.00","$15,884.96"
ZAPATA FRENO MAZDA 3 03-07 1600cc,2,2.00,"60,884.96","CRC 45,000.00","$15,884.96"
BOTA DE DIRECCION NO.1 TOYOTA HILUX VIGO/ FORTUNER 4WD 2005-2014 .,17,17.00,"22,796.46","CRC 6,919.00","$15,877.46"
KIT CLUTCH HYUNDAI i10 1.2 iA BA 13- (3),1,1.00,"89,469.03","CRC 73,601.43","$15,867.60"
AMORT DEL LH KIA RIO SC/ ACCENT 17- (ZX202051132QL),1,1.00,"61,061.95","CRC 45,200.00","$15,861.95"
AMORT DEL RH KIA RIO SC/ ACCENT 17- (ZX202051132QR),1,1.00,"61,061.95","CRC 45,200.00","$15,861.95"
COMP NISSAN PATHFINDER 05-13 RN51 DEL NAVARA D40 05-,2,2.00,"61,061.94","CRC 45,209.50","$15,852.44"
54500-3JA0C TIJ.SUS. RH INF / NISS- PATHFINDER-R52 4X2 12-21 (COMPLETA CON ROTULA),1,1.00,"65,784.07","CRC 49,950.00","$15,834.07"
54501-3JA0C TIJ.SUS. LH INF / NISS- PATHFINDER-R52 4X2 12-21 (COMPLETA CON ROTULA),1,1.00,"65,784.07","CRC 49,950.00","$15,834.07"
B P FRENO NS TIIDA VERSA 15/16 09- BASE CORTA 80mm,2,2.00,"63,387.61","CRC 47,560.00","$15,827.61"
Rotula Estabilizadora Trasero Hyundai Tucson G4GC,6,6.00,"22,624.78","CRC 6,798.00","$15,826.78"
"TIJERETA SUP. LH. NIS. FRONTIER. 01/12, NAVARA. 97/13, NP300 08/21.D22.97/12, 4X4= 54525-8B550",3,3.00,"71,415.92","CRC 55,591.80","$15,824.12"
Rol/Tensor de Distribucion Hyundai Tucson 2010-2015 G4KD,1,1.00,"18,584.07","CRC 2,794.00","$15,790.07"
"""Sop-Mot-Tras-Hyundai-Getz-02-11-G4EE- G4ED""",1,1.00,"30,088.50","CRC 14,300.00","$15,788.50"
BASE TERMOSTATO B-005 C-3,1,1.00,"59,734.51","CRC 43,950.00","$15,784.51"
COMP TRAS.MITSUBISHI OUTLANDER SPORT 10-18,4,4.00,"68,984.07","CRC 53,200.00","$15,784.07"
COMP TRAS DAIHATSU TERIOS 00-06 J102 TVA-SA-343483,4,4.00,"60,177.00","CRC 44,400.00","$15,777.00"
MONROE AMORTIGUADOR HYUNDAI ELANTRA 2013-15 RR TRAS,4,4.00,"68,304.42","CRC 52,530.96","$15,773.46"
COMPENSADOR TOYOTA HILUX RUNNER 4W 88- P/B R/L DEL,4,4.00,"60,530.98","CRC 44,764.36","$15,766.62"
CUERPO ACELERACION 1.4 1.6 15-K,1,1.00,"80,764.60","CRC 65,000.00","$15,764.60"
SET DISTR TOYOTA 1AZFE 2.0 2AZFE RAV4 01-05,1,1.00,"80,764.60","CRC 65,000.00","$15,764.60"
SET EMPAQUES MOTOR COMP,1,1.00,"80,764.60","CRC 65,000.00","$15,764.60"
AMORTIGUADOR MITSUBISHI MONTERO 99-14 DEL Cachetona//Limited/Pajero R/L Gas (*341445),2,2.00,"60,353.98","CRC 44,600.00","$15,753.98"
TAMBOR FRENO HONDA CIVIC 93-04 ACCORD 88-92 ACURA 88-00,4,4.00,"74,690.26","CRC 58,938.24","$15,752.02"
CHEVRON URSA HD SAE 40 CUARTO,17,17.00,"68,938.06","CRC 53,187.90","$15,750.16"
TIJERETA INF LH HYU TUCSON KIA SPORTAGE 15/19,1,1.00,"40,530.97","CRC 24,790.00","$15,740.97"
TIJERETA INF RH HYU TUCSON 15/20 KIA SPORTAGE 15/19,1,1.00,"40,530.97","CRC 24,790.00","$15,740.97"
FAN CLUTCH TOYOTA LAND CRUISER 1HZ 4.2L/ HILUX VIGO VVTI 2.7 1TRFE HILUX REVO 2016,1,1.00,"26,061.95","CRC 10,345.50","$15,716.45"
PISTON MITSUBISHI 4G94 0.50,1,1.00,"59,292.04","CRC 43,585.10","$15,706.94"
TIJERETA RH. TOY. RAIZE. 19/,1,1.00,"60,176.99","CRC 44,482.50","$15,694.49"
PUNTA EJE SUZUKI IGNIS ALTO 1.0 2000-2005,3,3.00,"52,300.89","CRC 36,612.15","$15,688.74"
PAST FR TRA TOY TACOM 4RUN LEXUS GX470 03/6 FJ82,3,3.00,"59,685.84","CRC 44,000.00","$15,685.84"
BAR.TEN. RH INF / MOD: TOY-RAV4 /93-00 4X2-4X4,2,2.00,"44,778.76","CRC 29,100.00","$15,678.76"
ROTULA DE SUSPENSION INFERIOR NISSAN MURANO 02-08/QASHQAI 06-2014/X-TRAIL T-31 T-32/RENAULT KOLEOS 07-08,2,2.00,"18,230.09","CRC 2,552.00","$15,678.09"
Tijereta-Susp-Rh-BYD-F3-18-22,2,2.00,"55,663.72","CRC 39,990.00","$15,673.72"
COMP PICANTO 12-17 RH,2,2.00,"66,734.34","CRC 51,062.00","$15,672.34"
TIJERETA INF R SUZUKI SWIFT 2010-2015,2,2.00,"79,646.02","CRC 63,973.94","$15,672.08"
Bomba de Agua 1998 Honda CRV EX 4X4 2000 cc,2,2.00,"22,123.90","CRC 6,457.00","$15,666.90"
SENSOR DE CIGUENAL PARA MITSUBISHI,2,2.00,"57,345.13","CRC 41,682.00","$15,663.13"
TERMINAL INT FOCUS (NORTE AMERICA) 1999-2006,2,2.00,"29,734.51","CRC 14,078.48","$15,656.03"
SOP.COM. DEL LH-RH / MOD: NISS-FRONTIER-D40-NP300 /06-20 4X2-4X4,3,3.00,"54,205.31","CRC 38,550.00","$15,655.31"
BOBINA DE ENCENDIDO TOYOTA YARIS VIOS COROLLA ALTIS WISH AURIS PRIUS NOAH RAV4 1ZRFE 2ZRFE 3ZRFE 4ZRFE,2,2.00,"24,884.96","CRC 9,240.00","$15,644.96"
"TIJERETA RH. KIA RIO. 11/17, CQKK-68R, ROT. DE PASADOR",3,3.00,"73,748.68","CRC 58,105.30","$15,643.38"
TAPON DE COMBUSTIBLE DE ROSCA ISUZU / TOYOTA HILUX P690 /  NISSAN /  MAZDA FORD FOCUS 2003,18,18.00,"22,769.88","CRC 7,128.00","$15,641.88"
DISCO F MB DEL MIRAGE LANCER 95-99 4DR,2,2.00,"30,800.00","CRC 15,168.58","$15,631.42"
SOPORTE TRANSMISION HYUNDAI SANTA FE 2.0/2.4/3.3 2013-2018 4WD // KIA SORENTO 2.4/3.3 2014-2015 4WD,1,1.00,"60,176.99","CRC 44,554.56","$15,622.43"
BOCINA TRASERO TOYOTA LAND C PRADO 04-08 LH RUNNER 03-09,2,2.00,"65,808.81","CRC 50,200.00","$15,608.81"
JP1670 SOP CAJA MITSUBISHI MONTERO 4,3,3.00,"72,123.90","CRC 56,549.70","$15,574.20"
"ROT. ESTAB. DEL. TOY. 4RUNNER, PRADO. 96/02, TUNDRA. 00/02= 48820-34020, SL-3560, TIPO L. 167X10",6,6.00,"44,474.34","CRC 28,913.00","$15,561.34"
BOBINA JEEP DODGE,1,1.00,"44,601.77","CRC 29,043.14","$15,558.63"
COMPENSADOR TOYOTA YARIS TRAS P/B 05-12 R/L,4,4.00,"76,814.16","CRC 61,255.64","$15,558.52"
"TIJERETA RH. TOY. CAMRY. 07/11, LEXUS. ES350, 07/12",1,1.00,"33,805.31","CRC 18,266.40","$15,538.91"
PUNTA DE EJE TOYOTA COROLLA 10- CAMRY 88- RAV4 -00 C/ABS 2.0 USA 26x30x56 externa,3,3.00,"64,343.37","CRC 48,804.78","$15,538.59"
"TIJERETA RH. CHERY TIGGO 2. ,4, 7, 19/ CARRO CHINO",2,2.00,"44,247.79","CRC 28,710.00","$15,537.79"
BOMBA DE AGUA SUZUKI CELERIO K10 SWIFT K12 ALTO CIAZ K14,4,4.00,"54,601.77","CRC 39,064.56","$15,537.21"
SOP.MOT. TRAS / MOD: HYUN-ACCENT-BLUE /11-18 MT-ATM 4X2,3,3.00,"53,415.94","CRC 37,895.00","$15,520.94"
ABRO LIMP CONTACTOS ELECTRICOS 400ML,18,18.00,"48,814.20","CRC 33,300.00","$15,514.20"
BOMBA AUX FRENO MITSUBISHI LANCER 99- 3/4,10,10.00,"64,513.27","CRC 49,000.00","$15,513.27"
COMP NS SENTRA B17 13-DEL RH,2,2.00,"79,461.94","CRC 63,949.08","$15,512.86"
ROT.DIR. RH / MOD: GEE-GX3 19-23/ BYD F0 12-16 /M.12X14X163,9,9.00,"68,612.40","CRC 53,100.00","$15,512.40"
PASTILLA FRENO SEMI METALICA HYUNDAI SANTA FE 01- SUZUKI XL7 07-,4,4.00,"54,530.97","CRC 39,021.18","$15,509.79"
Radiador 16AT TOYOTA COROLLA 10-14 (2ZR),1,1.00,"31,592.92","CRC 16,090.86","$15,502.06"
KIT CLUTCH TOY COROLLA 1.6cc,1,1.00,"58,761.06","CRC 43,261.11","$15,499.95"
BOMBILLO 12V P21 5W DOBLE CONTACTO BAY15D .,80,80.00,"18,577.01","CRC 3,080.00","$15,497.01"
ROTULA DE DIRECCION TOYOTA RAV4 2.0 GX/ VX/ 2.2 GX/ VX 2006-,2,2.00,"25,132.74","CRC 9,636.00","$15,496.74"
COMPENSADOR HY I-20 15- /I-20 ACTIVE 18- TRAS,2,2.00,"59,469.03","CRC 43,980.00","$15,489.03"
PRECAMARA TOY HIACE HILUX 2L 5L 98,4,4.00,"59,469.03","CRC 44,000.00","$15,469.03"
AMORTIGUADORKia Cerato/Kia Forte 10-13 Del LH 338027 G,2,2.00,"59,469.02","CRC 44,000.00","$15,469.02"
KIT CLUTCH TUCSON 2.0 G4ND,1,1.00,"79,054.87","CRC 63,586.75","$15,468.12"
KIT CLUTCH DAIH CUORE 1.0,1,1.00,"55,752.21","CRC 40,285.87","$15,466.34"
BOMBA GASOLINA MODULO NISSAN,1,1.00,"64,155.75","CRC 48,695.12","$15,460.63"
COOLANT ANTICORROSIVO ROJO 1 GALON,34,34.00,"72,325.53","CRC 56,867.91","$15,457.62"
KIT CLUTCH MATRIX 1.6 G4ED,1,1.00,"59,557.52","CRC 44,101.74","$15,455.78"
"ROT. ESTAB. DEL. RH/LH. SUZ. GRAN VITARA. 06/13, CLS-9, SL-7660, 327X10, TIPO C",11,11.00,"62,952.23","CRC 47,519.10","$15,433.13"
SENSOR DE REVERSA NISSAN LS-378 3PIN RENAUL,5,5.00,"55,426.57","CRC 40,000.00","$15,426.57"
Sop-Comp-Del-Mit-Lancer-Mirage-Colt- 15MM,4,4.00,"55,221.23","CRC 39,800.00","$15,421.23"
Sop-Mot-LH-Toyota-Rav4-94-00-ATM-3SFE,2,2.00,"50,074.34","CRC 34,658.00","$15,416.34"
KIT CLUCTH AVEO 1.2,1,1.00,"55,752.21","CRC 40,338.19","$15,414.02"
DISCO FRENO NISSAN TRASERO NAVARA PATHFINDER 05-09 C/TAMITSUBISHIOR,2,2.00,"58,938.05","CRC 43,529.18","$15,408.87"
BOCINA DEL HYUNDAI ELANTRA 95-00 KIBOH KIBOH,4,4.00,"53,805.31","CRC 38,400.00","$15,405.31"
BOMBA PRINCIPAL CLUTCH POLO CLASSIC,1,1.00,"59,292.04","CRC 43,900.00","$15,392.04"
PISTON G4EC/G4EK 0.50,1,1.00,"59,292.04","CRC 43,903.25","$15,388.79"
Faja de Distribucion Hyundai Accent 199-2004 G4EK,4,4.00,"20,876.11","CRC 5,500.00","$15,376.11"
PLATO TACOMA/PRADO 3RZ/5VZ 252x158.0x276.0,1,1.00,"59,115.04","CRC 43,748.25","$15,366.79"
DISCO F TY DEL LAND C PRADO FJ CRUICER LEXUS 10,2,2.00,"58,938.05","CRC 43,578.00","$15,360.05"
SOPORTE MOTOR RH NISSAN TIIDA 1.6/1.8 2007-2018 // NISSAN VERSA 1.8 2007-2012 // NISSAN CUBE 1.8 2009-2014,3,3.00,"67,813.27","CRC 52,453.89","$15,359.38"
Unid C/BUJIAS CH. SPARK LITE 0.8 (3 pzas) 06-15,5,5.00,"50,304.42","CRC 34,950.00","$15,354.42"
BATERIA GONHER G-94R 800,1,1.00,"97,345.13","CRC 82,000.00","$15,345.13"
ROTULA CREMA MB LANCER ELANTRA MIRAGE 02-07 SR-7870 16X12X328,9,9.00,"56,655.01","CRC 41,310.00","$15,345.01"
COMPENSADOR DELANTERO RH TOYOTA CAMRY 2001-2006 ACV40,1,1.00,"23,008.85","CRC 7,672.50","$15,336.35"
PASTILLA FRENO CERAMICA HYUNDAI ELANTRA GALLOPER KIA OPTIMA,5,5.00,"73,607.08","CRC 58,275.00","$15,332.08"
EMPAQUE TAPA VALVULAS  HY i10 1.2 10-14 NEW PIC 11-/GRAN I10 14-/BLUE 1.4 11-16 G4LA,13,13.00,"68,428.32","CRC 53,099.60","$15,328.72"
SOPORTE COMPENSADOR TRASERO LH-RH TIPO: KIT / MOD: NISSAN-SENTRA-B14 /95-99 4X2,2,2.00,"36,460.00","CRC 21,150.00","$15,310.00"
SOP.MOT. RH / MOD: CHERY-TIGGO 2/20-24 MT 4X2,3,3.00,"36,283.19","CRC 20,985.00","$15,298.19"
ROT. DIR. EXT. RH/LH TOY. HILUX VIGO.,2,2.00,"24,212.39","CRC 8,950.00","$15,262.39"
BOCINA TRASERO TOYOTA LAND C PRADO 08- LH,2,2.00,"63,159.29","CRC 47,900.00","$15,259.29"
BOCINA TRASERO TOYOTA LAND C PRADO 08- RH,2,2.00,"63,159.29","CRC 47,900.00","$15,259.29"
BULBO DE REVERSA NISSAN,1,1.00,"37,168.14","CRC 21,938.82","$15,229.32"
"ROT. ESTAB. DEL. RH/LH. HYU. SANTA FE, TUCSON. 18/24, KIA SORENTO. 14/20 = 54830- L1000, CLKK-41,TIPO Z. 382X12",6,6.00,"38,761.07","CRC 23,540.80","$15,220.27"
SENSOR COOLANT HY ELA 1.8 15-17/RIO 06-11 1.4/PIC 15-17/CRETA,6,6.00,"45,996.48","CRC 30,780.00","$15,216.48"
PUNTA DE EJE EXTERNA MAZDA ETUDE 26/ 28/ 56 OUTER IMPORTS 26X28X56,2,2.00,"22,123.90","CRC 6,908.00","$15,215.90"
BOMBA DE AGUA NISSAN TIIDA QASHQAI XTRAIL MR18 06- RENAULT CLIO MEGANE,3,3.00,"58,407.09","CRC 43,207.08","$15,200.01"
BOMBA DE AGUA HONDA CIVIC D17A 01-,4,4.00,"60,473.44","CRC 45,278.32","$15,195.12"
FILTRO DE CABINA 4RUNNER CAMRY COROLLA,14,14.00,"47,394.70","CRC 32,200.00","$15,194.70"
BOCINA TRASERA HYUNDAI ACCENT 00-2005,3,3.00,"54,070.80","CRC 38,880.00","$15,190.80"
"BOMBA PRINCIPAL FRENO SUZUKI SIDEKICK GRANADA 1""",1,1.00,"68,685.84","CRC 53,516.49","$15,169.35"
DISCO DE FRENO DELANTERO TUCSON / CRETA / JAC S5 VALUE MILLES,2,2.00,"54,867.26","CRC 39,700.00","$15,167.26"
AMORT HY TERRACAN 01-08 Tras Gas P/B,2,2.00,"58,407.08","CRC 43,260.00","$15,147.08"
TAMBOR FRENO SUZUKI SX4 06- SX4 CROSS ERTIGA 18-,2,2.00,"39,646.02","CRC 24,500.00","$15,146.02"
COMPENSADOR HONDA CRV 01-06 DEL RH,1,1.00,"58,407.08","CRC 43,262.53","$15,144.55"
BOMBA PRINCIPAL FRENO NISSAN SENTRA B13 B14 SUNNY PULS 3/4,1,1.00,"58,407.07","CRC 43,264.01","$15,143.06"
28910-3E100 VALVULA PURGA CANISTER HYUNDAI 06-13 CP545,2,2.00,"58,141.59","CRC 43,000.00","$15,141.59"
KIT CLUTCH CHE OPTRA 1.6,1,1.00,"77,507.96","CRC 62,381.88","$15,126.08"
FILTRO AIRE CABINA SCA-7-569 CF10285 CAF1816P YARIS RAV4 COROLLA LAND ROVER LEXUS,21,21.00,"40,205.35","CRC 25,087.35","$15,118.00"
"ROT. DIR. EXT. RH. NIS. FRONTIER. 04/20, FRONTIER NP300. 14/-- 4X2, NAVARA, PATH. 10/15, R51, SE-4981R, SE-N281R, CEN-110",5,5.00,"45,493.81","CRC 30,384.00","$15,109.81"
BOCINA DELANTERO TOYOTA RAV4 06-10 4X2 FWD HS AVENISSAN,2,2.00,"77,507.96","CRC 62,400.00","$15,107.96"
ZAPATA FRENO SUZUKI GRAND VITARA 99-05,5,5.00,"65,281.63","CRC 50,186.80","$15,094.83"
Am.Kia Sorento 07-09 Tras R/L (553103E500) (553103E600),2,2.00,"57,876.11","CRC 42,784.00","$15,092.11"
PASTILLA FRENO CERAMICA HONDA CRV 05- ACCORD RDX C/ARAÑA,7,7.00,"70,382.29","CRC 55,301.33","$15,080.96"
"ROT. ESTAB. DEL. RH/LH. SUZ. SWIFT. 05/13 ,CLS-8, SL-7560,TIPO Z. 327X10",8,8.00,"44,888.49","CRC 29,823.60","$15,064.89"
B AGUA HY GRACE PORTER GALLOP MONTERO STAR 94- 4D56 D4AB TDI,2,2.00,"53,185.84","CRC 38,125.30","$15,060.54"
B35-137 CIG MOTO HND CB150,2,2.00,"58,053.10","CRC 43,000.00","$15,053.10"
COMPENSADOR HONDA CIVIC 06-08 TRAS L/R NO APLICA Si,2,2.00,"58,053.10","CRC 43,000.00","$15,053.10"
COMPENSADOR TY YARIS 16- DEL,1,1.00,"48,845.13","CRC 33,795.00","$15,050.13"
PASTILLA FRENO CERAMICA NISSAN PATHINDER 05-07 D1100 FRENORONTIER,6,6.00,"59,200.00","CRC 44,150.76","$15,049.24"
P EJE TY RAV4 RH LARGA,1,1.00,"43,805.00","CRC 28,764.14","$15,040.86"
COMPENSADOR TOYOTA YARIS DEL 05-12 LH,3,3.00,"96,637.16","CRC 81,600.00","$15,037.16"
COMPENSADOR TOYOTA YARIS DEL 05-12 RH,3,3.00,"96,637.16","CRC 81,600.00","$15,037.16"
BASE AMORTIGUADOR DEL KIT PEUGOET 207CC 1.6 2012-2014,2,2.00,"51,770.00","CRC 36,737.64","$15,032.36"
SOP-MOT-TRAS-TOYOTA COROLLA,4,4.00,"43,601.85","CRC 28,572.00","$15,029.85"
