Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-011423,10,2.00,"78,690.27","CRC 25,355.00","$53,335.27"
INV-002792,11,4.00,"193,318.59","CRC 140,036.00","$53,282.59"
INV-005316,1,1.00,"79,646.02","CRC 26,389.00","$53,257.02"
INV-006111,1,1.00,"79,646.02","CRC 26,389.00","$53,257.02"
INV-000460,2,2.00,"102,654.86","CRC 49,478.00","$53,176.86"
INV-005109,10,10.00,"73,097.34","CRC 19,926.00","$53,171.34"
INV-017164,4,4.00,"104,106.00","CRC 51,004.48","$53,101.52"
INV-004306,32,1.00,"133,495.58","CRC 80,425.00","$53,070.58"
INV-012832,2,2.00,"157,044.25","CRC 103,982.00","$53,062.25"
INV-006866,9,5.00,"96,902.66","CRC 44,269.90","$52,632.76"
INV-008169,15,15.00,"166,283.17","CRC 113,677.21","$52,605.96"
INV-016424,1,1.00,"331,995.58","CRC 279,500.00","$52,495.58"
INV-004133,2,2.00,"201,769.91","CRC 149,385.97","$52,383.94"
INV-015896,1,1.00,"90,265.49","CRC 37,969.48","$52,296.01"
INV-011334,17,17.00,"241,723.89","CRC 189,564.93","$52,158.96"
INV-001945,1,1.00,"201,150.44","CRC 149,000.00","$52,150.44"
INV-009669,1,1.00,"201,150.44","CRC 149,000.00","$52,150.44"
INV-004147,21,21.00,"78,938.06","CRC 26,834.50","$52,103.56"
INV-008669,2,2.00,"95,012.39","CRC 42,936.92","$52,075.47"
INV-014209,3,3.00,"199,557.52","CRC 147,500.00","$52,057.52"
INV-006073,7,7.00,"82,566.37","CRC 30,562.71","$52,003.66"
INV-014978,12,12.00,"179,115.04","CRC 127,330.80","$51,784.24"
INV-004793,6,6.00,"106,327.44","CRC 54,701.53","$51,625.91"
INV-005384,7,7.00,"83,008.85","CRC 31,443.50","$51,565.35"
INV-011553,3,2.00,"105,352.21","CRC 53,800.00","$51,552.21"
INV-002754,2,2.00,"82,389.38","CRC 30,910.00","$51,479.38"
INV-003335,2,2.00,"82,389.38","CRC 30,910.00","$51,479.38"
INV-012315,1,1.00,"89,380.53","CRC 37,969.48","$51,411.05"
INV-011192,10,10.00,"95,575.22","CRC 44,348.85","$51,226.37"
INV-015117,8,8.00,"78,584.06","CRC 27,379.00","$51,205.06"
INV-014866,1,1.00,"110,619.47","CRC 59,482.50","$51,136.97"
INV-015075,1,1.00,"110,619.47","CRC 59,482.50","$51,136.97"
INV-015944,1,1.00,"110,619.47","CRC 59,482.50","$51,136.97"
INV-017387,1,1.00,"110,619.47","CRC 59,482.50","$51,136.97"
INV-003573,1,1.00,"104,247.79","CRC 53,317.00","$50,930.79"
INV-014957,7,6.00,"227,663.72","CRC 176,782.20","$50,881.52"
INV-013790,1,1.00,"96,884.96","CRC 46,004.44","$50,880.52"
INV-014470,3,3.00,"186,469.02","CRC 135,640.71","$50,828.31"
INV-005948,27,27.00,"218,438.94","CRC 167,726.86","$50,712.08"
INV-001445,3,3.00,"226,283.18","CRC 175,600.50","$50,682.68"
INV-013648,12,12.00,"90,796.47","CRC 40,147.70","$50,648.77"
INV-005254,2,1.00,"76,991.15","CRC 26,389.00","$50,602.15"
INV-013888,8,8.00,"138,938.05","CRC 88,433.72","$50,504.33"
INV-003238,6,6.00,"134,336.29","CRC 83,902.25","$50,434.04"
INV-002910,1,1.00,"190,265.49","CRC 139,869.00","$50,396.49"
INV-009370,5,3.00,"87,603.53","CRC 37,363.45","$50,240.08"
INV-005882,7,4.00,"84,134.51","CRC 33,920.00","$50,214.51"
INV-011586,1,1.00,"75,221.24","CRC 25,036.00","$50,185.24"
INV-016515,8,8.00,"150,654.89","CRC 100,524.16","$50,130.73"
INV-013036,1,1.00,"86,725.66","CRC 36,619.21","$50,106.45"
INV-006863,8,8.00,"184,424.78","CRC 134,368.00","$50,056.78"
INV-017292,17,11.00,"149,393.06","CRC 99,348.81","$50,044.25"
INV-010019,11,11.00,"220,141.59","CRC 170,312.50","$49,829.09"
INV-003456,15,15.00,"190,707.96","CRC 140,941.66","$49,766.30"
INV-009406,3,3.00,"99,469.03","CRC 49,727.17","$49,741.86"
INV-006640,2,2.00,"117,320.35","CRC 67,645.70","$49,674.65"
INV-014283,6,6.00,"189,292.04","CRC 139,837.56","$49,454.48"
INV-005557,4,4.00,"103,539.82","CRC 54,148.88","$49,390.94"
INV-004204,3,3.00,"96,566.37","CRC 47,228.50","$49,337.87"
INV-001938,4,4.00,"189,557.51","CRC 140,244.00","$49,313.51"
INV-016446,8,8.00,"77,893.80","CRC 28,645.28","$49,248.52"
INV-011556,30,30.00,"180,442.48","CRC 131,205.68","$49,236.80"
INV-015966,2,2.00,"70,884.95","CRC 21,685.00","$49,199.95"
INV-008019,1,1.00,"80,530.97","CRC 31,383.27","$49,147.70"
INV-013097,3,3.00,"83,185.84","CRC 34,186.00","$48,999.84"
INV-008919,12,12.00,"158,598.23","CRC 109,651.00","$48,947.23"
INV-013204,10,10.00,"159,746.02","CRC 110,824.10","$48,921.92"
INV-015667,1,1.00,"94,778.76","CRC 46,004.44","$48,774.32"
INV-008181,20,20.00,"176,591.16","CRC 127,833.73","$48,757.43"
INV-010756,14,6.00,"80,442.48","CRC 31,790.00","$48,652.48"
INV-014638,6,6.00,"91,946.90","CRC 43,409.02","$48,537.88"
INV-016637,3,3.00,"131,681.42","CRC 83,155.72","$48,525.70"
INV-016053,10,10.00,"112,300.89","CRC 63,868.80","$48,432.09"
INV-008876,1,1.00,"78,761.06","CRC 30,329.34","$48,431.72"
INV-002948,2,2.00,"76,504.42","CRC 28,182.00","$48,322.42"
INV-012030,4,4.00,"79,292.04","CRC 31,020.00","$48,272.04"
INV-013534,1,1.00,"78,761.06","CRC 30,526.83","$48,234.23"
INV-002480,16,6.00,"175,929.21","CRC 127,800.00","$48,129.21"
INV-001215,8,8.00,"184,070.80","CRC 136,000.00","$48,070.80"
INV-013773,14,14.00,"117,256.63","CRC 69,194.41","$48,062.22"
INV-016077,13,13.00,"163,890.28","CRC 115,940.00","$47,950.28"
INV-016215,6,6.00,"136,941.60","CRC 89,073.35","$47,868.25"
INV-009633,17,5.00,"106,247.80","CRC 58,456.10","$47,791.70"
INV-001083,8,8.00,"92,743.36","CRC 45,144.00","$47,599.36"
INV-011512,10,10.00,"80,601.78","CRC 33,011.50","$47,590.28"
INV-016229,6,6.00,"113,628.31","CRC 66,109.09","$47,519.22"
INV-009962,18,1.00,"72,522.13","CRC 25,036.00","$47,486.13"
INV-010960,6,6.00,"130,916.82","CRC 83,549.50","$47,367.32"
INV-017041,6,6.00,"161,682.00","CRC 114,337.64","$47,344.36"
INV-002514,1,1.00,"182,300.88","CRC 135,000.00","$47,300.88"
INV-013749,6,6.00,"76,530.98","CRC 29,260.00","$47,270.98"
INV-001207,1,1.00,"92,035.40","CRC 44,764.50","$47,270.90"
INV-012186,9,9.00,"194,707.97","CRC 147,441.24","$47,266.73"
INV-005723,3,3.00,"91,415.93","CRC 44,161.12","$47,254.81"
INV-005055,15,15.00,"151,769.93","CRC 104,543.55","$47,226.38"
INV-010146,19,19.00,"142,803.54","CRC 95,668.12","$47,135.42"
INV-010136,12,2.00,"74,247.80","CRC 27,130.41","$47,117.39"
INV-017119,3,3.00,"88,672.57","CRC 41,587.30","$47,085.27"
INV-009541,20,20.00,"138,849.57","CRC 91,848.82","$47,000.75"
INV-000337,13,13.00,"98,938.07","CRC 51,944.06","$46,994.01"
INV-005563,8,1.00,"73,362.83","CRC 26,389.00","$46,973.83"
INV-004831,29,29.00,"168,584.07","CRC 121,681.51","$46,902.56"
INV-006291,5,5.00,"179,823.01","CRC 133,000.00","$46,823.01"
INV-011050,5,5.00,"123,982.29","CRC 77,170.60","$46,811.69"
INV-013834,4,4.00,"93,150.44","CRC 46,382.10","$46,768.34"
INV-016612,1,1.00,"294,836.28","CRC 248,168.84","$46,667.44"
INV-007252,3,3.00,"83,716.81","CRC 37,149.00","$46,567.81"
INV-012590,11,1.00,"81,858.41","CRC 35,466.48","$46,391.93"
INV-008804,2,2.00,"78,938.05","CRC 32,714.14","$46,223.91"
INV-009523,1,1.00,"177,787.61","CRC 131,661.58","$46,126.03"
INV-007093,2,2.00,"125,663.72","CRC 79,600.00","$46,063.72"
INV-015309,3,3.00,"74,601.77","CRC 28,538.50","$46,063.27"
INV-008442,2,2.00,"81,079.64","CRC 35,063.58","$46,016.06"
INV-012968,8,8.00,"156,504.41","CRC 110,531.90","$45,972.51"
INV-008323,1,1.00,"75,221.24","CRC 29,275.82","$45,945.42"
INV-011439,2,2.00,"112,353.98","CRC 66,450.00","$45,903.98"
INV-016838,1,1.00,"132,743.00","CRC 86,913.63","$45,829.37"
INV-013554,1,1.00,"82,389.38","CRC 36,619.21","$45,770.17"
INV-015411,1,1.00,"82,389.38","CRC 36,619.21","$45,770.17"
INV-006300,20,20.00,"193,769.91","CRC 148,007.86","$45,762.05"
INV-006272,6,1.00,"72,123.90","CRC 26,389.00","$45,734.90"
INV-002301,6,6.00,"175,486.73","CRC 129,777.34","$45,709.39"
INV-014861,5,5.00,"91,681.42","CRC 46,175.20","$45,506.22"
INV-016543,8,4.00,"72,544.25","CRC 27,049.70","$45,494.55"
INV-012523,2,2.00,"92,920.35","CRC 47,473.00","$45,447.35"
INV-016636,7,1.00,"73,628.31","CRC 28,185.64","$45,442.67"
INV-008892,3,1.00,"70,265.49","CRC 24,832.50","$45,432.99"
INV-016988,6,1.00,"71,902.65","CRC 26,546.84","$45,355.81"
INV-012434,11,1.00,"78,318.59","CRC 33,159.15","$45,159.44"
INV-012823,11,1.00,"78,318.59","CRC 33,159.15","$45,159.44"
INV-005334,5,1.00,"71,504.43","CRC 26,389.00","$45,115.43"
INV-008245,8,8.00,"78,938.05","CRC 33,864.00","$45,074.05"
INV-013537,16,16.00,"173,185.84","CRC 128,158.95","$45,026.89"
INV-014268,7,7.00,"160,176.98","CRC 115,168.00","$45,008.98"
INV-016944,1,1.00,"78,761.06","CRC 33,787.13","$44,973.93"
INV-010204,1,1.00,"78,761.06","CRC 33,824.10","$44,936.96"
INV-010495,1,1.00,"78,761.06","CRC 33,824.10","$44,936.96"
INV-016075,10,10.00,"136,699.12","CRC 91,823.00","$44,876.12"
INV-013864,1,1.00,"229,837.17","CRC 185,000.00","$44,837.17"
INV-005351,9,4.00,"104,380.53","CRC 59,573.00","$44,807.53"
INV-003893,4,4.00,"172,300.88","CRC 127,500.00","$44,800.88"
INV-013072,3,3.00,"86,463.72","CRC 41,676.25","$44,787.47"
INV-005319,11,11.00,"123,185.84","CRC 78,458.55","$44,727.29"
INV-011552,9,1.00,"69,734.52","CRC 25,036.00","$44,698.52"
INV-005235,10,10.00,"90,796.46","CRC 46,200.00","$44,596.46"
INV-010677,9,1.00,"77,699.12","CRC 33,159.15","$44,539.97"
INV-005891,"3,001",1.00,"163,893.81","CRC 119,375.89","$44,517.92"
INV-016717,8,8.00,"84,743.37","CRC 40,239.66","$44,503.71"
INV-013216,9,9.00,"106,980.55","CRC 62,483.19","$44,497.36"
INV-006612,29,13.00,"150,884.96","CRC 106,437.57","$44,447.39"
INV-016386,1,1.00,"78,761.06","CRC 34,382.73","$44,378.33"
INV-008242,2,2.00,"67,256.64","CRC 22,880.00","$44,376.64"
INV-006344,7,1.00,"69,203.54","CRC 24,832.50","$44,371.04"
INV-010473,21,20.00,"188,966.37","CRC 144,624.58","$44,341.79"
INV-013542,6,1.00,"74,115.04","CRC 29,802.45","$44,312.59"
INV-007482,12,12.00,"146,194.69","CRC 101,959.00","$44,235.69"
INV-006024,1,1.00,"150,442.48","CRC 106,220.88","$44,221.60"
INV-006514,2,1.00,"69,026.55","CRC 24,832.50","$44,194.05"
INV-014874,1,1.00,"101,769.91","CRC 57,647.90","$44,122.01"
INV-015017,1,1.00,"101,769.91","CRC 57,647.90","$44,122.01"
INV-008119,11,6.00,"119,477.87","CRC 75,367.00","$44,110.87"
INV-004839,24,8.00,"146,548.67","CRC 102,510.00","$44,038.67"
INV-009952,10,1.00,"74,345.14","CRC 30,329.34","$44,015.80"
INV-014539,19,19.00,"151,238.95","CRC 107,238.45","$44,000.50"
INV-007798,8,8.00,"139,872.56","CRC 95,990.67","$43,881.89"
INV-016405,8,8.00,"122,743.37","CRC 78,933.30","$43,810.07"
INV-006028,11,1.00,"68,584.08","CRC 24,832.50","$43,751.58"
INV-007335,6,1.00,"68,584.08","CRC 24,832.50","$43,751.58"
INV-005738,11,1.00,"68,584.08","CRC 25,036.00","$43,548.08"
INV-015259,1,1.00,"78,761.06","CRC 35,253.66","$43,507.40"
INV-005442,7,7.00,"113,008.85","CRC 69,504.26","$43,504.59"
INV-016248,1,1.00,"72,566.37","CRC 29,070.47","$43,495.90"
INV-016689,1,1.00,"72,566.37","CRC 29,070.47","$43,495.90"
INV-012912,1,1.00,"70,796.46","CRC 27,398.59","$43,397.87"
INV-003521,10,10.00,"188,411.49","CRC 145,034.48","$43,377.01"
INV-002209,5,5.00,"166,371.68","CRC 123,000.00","$43,371.68"
INV-003597,14,14.00,"63,557.53","CRC 20,251.00","$43,306.53"
INV-009517,1,1.00,"78,761.06","CRC 35,466.48","$43,294.58"
INV-011047,1,1.00,"78,761.06","CRC 35,466.48","$43,294.58"
INV-005957,6,6.00,"166,194.69","CRC 122,925.03","$43,269.66"
INV-005056,11,11.00,"185,902.66","CRC 142,655.77","$43,246.89"
INV-008034,8,8.00,"209,646.01","CRC 166,480.03","$43,165.98"
INV-008500,11,1.00,"68,584.08","CRC 25,422.78","$43,161.30"
INV-005184,5,1.00,"67,964.61","CRC 24,832.50","$43,132.11"
INV-013756,2,2.00,"133,008.85","CRC 89,915.82","$43,093.03"
INV-011470,11,1.00,"73,008.85","CRC 29,921.04","$43,087.81"
INV-015390,7,1.00,"74,955.75","CRC 31,902.40","$43,053.35"
INV-015760,3,3.00,"74,070.80","CRC 31,034.24","$43,036.56"
INV-003795,2,2.00,"163,628.32","CRC 120,614.15","$43,014.17"
INV-009771,4,4.00,"152,566.37","CRC 109,566.70","$42,999.67"
INV-012835,4,1.00,"76,150.44","CRC 33,159.15","$42,991.29"
INV-015671,15,15.00,"208,424.78","CRC 165,481.61","$42,943.17"
INV-006977,9,1.00,"67,964.61","CRC 25,036.00","$42,928.61"
INV-008364,4,4.00,"165,309.74","CRC 122,390.32","$42,919.42"
INV-002908,2,2.00,"69,778.76","CRC 26,873.00","$42,905.76"
INV-014953,8,1.00,"74,734.51","CRC 31,902.40","$42,832.11"
INV-017084,10,10.00,"131,857.80","CRC 89,043.32","$42,814.48"
INV-016979,11,11.00,"86,414.00","CRC 43,606.17","$42,807.83"
INV-013480,4,4.00,"76,168.15","CRC 33,378.80","$42,789.35"
INV-010606,13,1.00,"73,628.31","CRC 30,856.22","$42,772.09"
INV-011116,1,1.00,"72,566.37","CRC 29,802.45","$42,763.92"
INV-017030,1,1.00,"72,566.37","CRC 29,802.45","$42,763.92"
INV-007682,3,3.00,"113,362.83","CRC 70,626.18","$42,736.65"
INV-002199,12,8.00,"85,309.75","CRC 42,656.94","$42,652.81"
INV-005300,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-005483,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-005743,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006179,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006180,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006597,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006637,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006713,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006808,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006810,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-006821,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-007069,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-007148,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-007214,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-007406,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-007417,1,1.00,"69,026.55","CRC 26,389.00","$42,637.55"
INV-000709,3,3.00,"107,433.62","CRC 64,857.28","$42,576.34"
INV-012150,2,2.00,"83,274.34","CRC 40,713.53","$42,560.81"
INV-004277,3,3.00,"67,433.63","CRC 24,882.00","$42,551.63"
INV-014672,1,1.00,"111,504.42","CRC 68,990.00","$42,514.42"
INV-013105,6,6.00,"163,362.83","CRC 120,849.00","$42,513.83"
INV-016606,1,1.00,"62,212.39","CRC 19,728.50","$42,483.89"
INV-017048,5,5.00,"74,739.00","CRC 32,258.84","$42,480.16"
INV-004486,9,9.00,"166,194.69","CRC 123,725.00","$42,469.69"
INV-013733,4,4.00,"138,053.09","CRC 95,590.00","$42,463.09"
INV-017468,8,8.00,"126,725.68","CRC 84,286.00","$42,439.68"
INV-007424,12,2.00,"47,345.13","CRC 5,049.00","$42,296.13"
INV-014321,1,1.00,"101,769.91","CRC 59,482.50","$42,287.41"
INV-016494,1,1.00,"101,769.91","CRC 59,482.50","$42,287.41"
INV-009375,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-009883,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-010008,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-010375,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-010635,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-012142,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-013284,1,1.00,"67,256.64","CRC 25,036.00","$42,220.64"
INV-013810,3,3.00,"78,584.07","CRC 36,373.00","$42,211.07"
INV-014379,6,6.00,"82,477.88","CRC 40,301.00","$42,176.88"
INV-014458,6,6.00,"110,619.47","CRC 68,456.00","$42,163.47"
INV-010605,11,1.00,"73,008.85","CRC 30,856.22","$42,152.63"
INV-015951,7,1.00,"72,300.88","CRC 30,160.36","$42,140.52"
INV-014406,3,3.00,"129,026.55","CRC 86,892.90","$42,133.65"
INV-011145,7,7.00,"73,008.85","CRC 30,894.56","$42,114.29"
INV-007647,12,12.00,"99,653.11","CRC 57,564.15","$42,088.96"
INV-013414,1,1.00,"75,221.24","CRC 33,159.01","$42,062.23"
INV-009459,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-009815,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-009951,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-010177,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-010346,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-010840,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-011095,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-011104,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-011626,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-011646,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-012108,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-012553,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-012848,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-013010,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-013254,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-013427,1,1.00,"75,221.24","CRC 33,159.15","$42,062.09"
INV-016359,4,4.00,"113,805.32","CRC 71,750.00","$42,055.32"
INV-009754,2,2.00,"78,584.07","CRC 36,595.03","$41,989.04"
INV-009816,1,1.00,"161,238.94","CRC 119,375.89","$41,863.05"
INV-013847,3,3.00,"165,929.20","CRC 124,152.81","$41,776.39"
INV-013103,16,16.00,"231,212.40","CRC 189,474.75","$41,737.65"
INV-016385,4,4.00,"109,734.52","CRC 68,000.00","$41,734.52"
INV-005780,3,1.00,"66,725.67","CRC 25,036.00","$41,689.67"
INV-015413,2,2.00,"65,486.73","CRC 23,925.00","$41,561.73"
INV-010926,3,3.00,"74,336.28","CRC 32,794.68","$41,541.60"
INV-009723,1,1.00,"70,796.46","CRC 29,275.82","$41,520.64"
INV-009993,1,1.00,"70,796.46","CRC 29,275.82","$41,520.64"
INV-010265,1,1.00,"70,796.46","CRC 29,275.82","$41,520.64"
INV-013022,1,1.00,"70,796.46","CRC 29,275.82","$41,520.64"
INV-013040,1,1.00,"70,796.46","CRC 29,275.82","$41,520.64"
INV-004844,3,3.00,"67,168.14","CRC 25,718.00","$41,450.14"
INV-015576,12,12.00,"101,592.92","CRC 60,171.86","$41,421.06"
INV-012957,4,1.00,"66,415.93","CRC 25,036.00","$41,379.93"
INV-005379,10,10.00,"146,194.68","CRC 104,828.82","$41,365.86"
INV-010239,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-012881,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-014230,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-015978,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-016167,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-016379,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-016438,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-017428,1,1.00,"71,681.42","CRC 30,329.34","$41,352.08"
INV-009018,10,1.00,"69,325.66","CRC 28,024.14","$41,301.52"
INV-014259,9,9.00,"145,408.85","CRC 104,112.80","$41,296.05"
INV-002267,21,8.00,"135,442.48","CRC 94,229.16","$41,213.32"
INV-008735,1,1.00,"98,672.57","CRC 57,503.77","$41,168.80"
INV-014855,3,3.00,"80,000.00","CRC 38,860.20","$41,139.80"
INV-017036,2,2.00,"197,677.00","CRC 156,544.83","$41,132.17"
INV-007216,2,2.00,"83,776.99","CRC 42,669.54","$41,107.45"
INV-016012,3,3.00,"77,876.11","CRC 36,801.85","$41,074.26"
INV-002529,4,4.00,"67,929.21","CRC 26,878.50","$41,050.71"
INV-010711,13,13.00,"151,189.39","CRC 110,152.11","$41,037.28"
INV-003690,1,1.00,"132,743.36","CRC 91,730.97","$41,012.39"
INV-010742,8,8.00,"68,938.05","CRC 27,928.00","$41,010.05"
INV-010209,12,12.00,"164,460.18","CRC 123,473.65","$40,986.53"
INV-014182,6,6.00,"136,991.15","CRC 96,012.74","$40,978.41"
INV-013328,4,4.00,"115,575.22","CRC 74,700.00","$40,875.22"
INV-006643,19,10.00,"143,672.57","CRC 102,801.31","$40,871.26"
INV-016536,1,1.00,"69,026.55","CRC 28,185.56","$40,840.99"
INV-009233,2,1.00,"157,256.64","CRC 116,424.56","$40,832.08"
INV-016700,6,6.00,"62,654.88","CRC 21,915.66","$40,739.22"
INV-009416,1,1.00,"123,893.81","CRC 83,161.90","$40,731.91"
INV-007750,2,2.00,"67,575.22","CRC 26,873.00","$40,702.22"
INV-000785,6,6.00,"121,238.94","CRC 80,537.26","$40,701.68"
INV-012083,5,1.00,"71,150.44","CRC 30,473.00","$40,677.44"
INV-004077,4,4.00,"156,548.66","CRC 115,876.48","$40,672.18"
INV-012814,1,1.00,"72,566.37","CRC 31,902.40","$40,663.97"
INV-013449,1,1.00,"72,566.37","CRC 31,902.40","$40,663.97"
INV-014680,1,1.00,"72,566.37","CRC 31,902.40","$40,663.97"
INV-016334,1,1.00,"72,566.37","CRC 31,902.40","$40,663.97"
INV-005258,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005289,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005317,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005368,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005378,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005455,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005531,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005641,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005669,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005686,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005827,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-005866,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006141,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006259,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006377,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006470,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006666,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-006703,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-007357,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
INV-007473,1,1.00,"65,486.73","CRC 24,832.50","$40,654.23"
