Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-010828,5,5.00,"21,681.42","CRC 18,400.90","$3,280.52"
INV-013910,1,1.00,"7,079.65","CRC 3,800.00","$3,279.65"
INV-014198,2,2.00,"11,235.40","CRC 7,955.76","$3,279.64"
INV-000406,1,1.00,"12,477.88","CRC 9,200.00","$3,277.88"
INV-004076,1,1.00,"12,477.88","CRC 9,200.80","$3,277.08"
INV-003419,5,3.05,"12,019.47","CRC 8,743.33","$3,276.14"
INV-007126,1,1.00,"12,389.38","CRC 9,114.49","$3,274.89"
INV-000990,5,5.00,"13,362.83","CRC 10,088.02","$3,274.81"
INV-017414,1,1.00,"6,460.18","CRC 3,186.00","$3,274.18"
INV-017247,1,1.00,"9,933.00","CRC 6,660.00","$3,273.00"
INV-000231,1,1.00,"19,557.52","CRC 16,285.71","$3,271.81"
INV-011307,1,1.00,"16,771.68","CRC 13,501.00","$3,270.68"
INV-003255,2,2.00,"13,185.84","CRC 9,915.25","$3,270.59"
INV-014054,1,1.00,"4,424.78","CRC 1,155.00","$3,269.78"
INV-005843,2,2.00,"8,849.56","CRC 5,580.00","$3,269.56"
INV-014914,3,3.00,"15,044.25","CRC 11,775.00","$3,269.25"
INV-014483,1,1.00,"16,527.43","CRC 13,263.66","$3,263.77"
INV-006773,7,1.00,"7,256.64","CRC 3,995.00","$3,261.64"
INV-000264,8,1.00,"3,938.05",CRC 676.50,"$3,261.55"
INV-005458,4,4.00,"12,389.38","CRC 9,128.00","$3,261.38"
INV-009011,2,2.00,"13,185.84","CRC 9,925.00","$3,260.84"
INV-007230,1,1.00,"12,566.37","CRC 9,306.00","$3,260.37"
INV-007309,5,5.00,"15,061.94","CRC 11,803.56","$3,258.38"
INV-001886,3,3.00,"10,796.46","CRC 7,540.06","$3,256.40"
INV-011241,7,7.00,"18,074.34","CRC 14,818.00","$3,256.34"
INV-012347,7,7.00,"18,074.34","CRC 14,818.00","$3,256.34"
INV-000362,4,4.00,"27,079.65","CRC 23,825.00","$3,254.65"
INV-000509,1,1.00,"13,362.83","CRC 10,108.29","$3,254.54"
INV-002634,1,1.00,"13,362.83","CRC 10,108.29","$3,254.54"
INV-003004,1,1.00,"13,362.83","CRC 10,108.29","$3,254.54"
INV-012284,1,1.00,"12,300.88","CRC 9,046.63","$3,254.25"
INV-014323,1,1.00,"12,300.88","CRC 9,046.63","$3,254.25"
INV-014506,1,1.00,"12,300.88","CRC 9,046.63","$3,254.25"
INV-010876,10,10.00,"7,566.37","CRC 4,312.50","$3,253.87"
INV-004872,2,2.00,"10,973.46","CRC 7,720.80","$3,252.66"
INV-012838,5,5.00,"13,189.38","CRC 9,937.50","$3,251.88"
INV-002923,1,1.00,"12,389.38","CRC 9,137.85","$3,251.53"
INV-010709,1,1.00,"12,389.38","CRC 9,137.85","$3,251.53"
INV-013086,2,2.00,"16,283.19","CRC 13,033.38","$3,249.81"
INV-014475,1,1.00,"12,477.88","CRC 9,228.45","$3,249.43"
INV-013237,1,1.00,"12,477.88","CRC 9,230.78","$3,247.10"
INV-014040,3,3.00,"11,946.90","CRC 8,700.00","$3,246.90"
INV-002106,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-004316,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-009685,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-009764,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-010015,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-011413,1,1.00,"12,477.88","CRC 9,231.03","$3,246.85"
INV-010433,1,1.00,"7,079.65","CRC 3,834.07","$3,245.58"
INV-010679,1,1.00,"7,079.65","CRC 3,834.07","$3,245.58"
INV-011383,6,6.00,"13,185.84","CRC 9,941.00","$3,244.84"
INV-004117,6,6.00,"16,017.70","CRC 12,774.52","$3,243.18"
INV-006247,1,1.00,"12,477.88","CRC 9,234.96","$3,242.92"
INV-010382,2,2.00,"13,982.30","CRC 10,739.74","$3,242.56"
INV-013213,1,1.00,"16,608.85","CRC 13,366.73","$3,242.12"
INV-014959,6,1.00,"7,831.86","CRC 4,590.00","$3,241.86"
INV-008216,2,2.00,"12,389.38","CRC 9,150.40","$3,238.98"
INV-005973,5,5.00,"13,097.34","CRC 9,859.00","$3,238.34"
INV-011268,1,1.00,"12,389.38","CRC 9,152.00","$3,237.38"
INV-012666,1,1.00,"16,364.60","CRC 13,127.33","$3,237.27"
INV-004235,2,2.00,"14,336.28","CRC 11,100.00","$3,236.28"
INV-004612,9,6.00,"15,619.47","CRC 12,383.82","$3,235.65"
INV-015641,2,2.00,"12,035.40","CRC 8,800.00","$3,235.40"
INV-010900,1,1.00,"16,446.02","CRC 13,211.33","$3,234.69"
INV-013501,2,2.00,"9,444.25","CRC 6,210.00","$3,234.25"
INV-011804,2,2.00,"12,300.89","CRC 9,067.97","$3,232.92"
INV-008700,1,1.00,"9,932.74","CRC 6,700.00","$3,232.74"
INV-013435,1,1.00,"9,932.74","CRC 6,700.00","$3,232.74"
INV-013498,1,1.00,"9,932.74","CRC 6,700.00","$3,232.74"
INV-014896,1,1.00,"9,932.74","CRC 6,700.00","$3,232.74"
INV-014022,1,1.00,"12,300.88","CRC 9,070.00","$3,230.88"
INV-005842,3,3.00,"12,035.40","CRC 8,806.04","$3,229.36"
INV-012821,10,10.00,"16,725.66","CRC 13,496.50","$3,229.16"
INV-007956,1,1.00,"14,424.78","CRC 11,196.00","$3,228.78"
INV-006136,1,1.00,"12,300.88","CRC 9,072.20","$3,228.68"
INV-005596,2,2.00,"12,123.89","CRC 8,900.00","$3,223.89"
INV-002878,1,1.00,"12,212.39","CRC 8,991.00","$3,221.39"
INV-002545,1,1.00,"12,212.39","CRC 8,994.43","$3,217.96"
INV-005679,1,1.00,"12,212.39","CRC 8,994.43","$3,217.96"
INV-007870,1,1.00,"12,212.39","CRC 8,994.43","$3,217.96"
INV-008776,1,1.00,"12,212.39","CRC 8,994.43","$3,217.96"
INV-016058,1,1.00,"8,407.08","CRC 5,189.99","$3,217.09"
INV-014495,1,1.00,"17,840.71","CRC 14,624.30","$3,216.41"
INV-017124,2,2.00,"8,793.00","CRC 5,577.75","$3,215.25"
INV-006394,1,1.00,"12,212.39","CRC 8,999.10","$3,213.29"
INV-001580,1,1.00,"12,212.39","CRC 9,000.00","$3,212.39"
INV-006468,1,1.00,"12,212.39","CRC 9,000.00","$3,212.39"
INV-010488,1,1.00,"12,212.39","CRC 9,000.00","$3,212.39"
INV-000761,2,2.00,"12,212.38","CRC 9,000.00","$3,212.38"
INV-007543,5,1.00,"7,256.64","CRC 4,050.00","$3,206.64"
INV-003706,2,2.00,"11,858.41","CRC 8,653.72","$3,204.69"
INV-009100,1,1.00,"16,201.77","CRC 13,000.00","$3,201.77"
INV-008857,1,1.00,"12,300.88","CRC 9,100.00","$3,200.88"
INV-004181,4,1.00,"11,548.67","CRC 8,348.94","$3,199.73"
INV-000499,1,1.00,"15,840.71","CRC 12,641.05","$3,199.66"
INV-007401,1,1.00,"7,699.12","CRC 4,500.00","$3,199.12"
INV-001744,1,1.00,"4,424.78","CRC 1,226.50","$3,198.28"
INV-002084,1,1.00,"4,424.78","CRC 1,226.50","$3,198.28"
INV-000831,4,4.00,"17,168.14","CRC 13,970.24","$3,197.90"
INV-009398,2,2.00,"15,309.74","CRC 12,111.86","$3,197.88"
INV-014386,10,10.00,"9,557.52","CRC 6,360.00","$3,197.52"
INV-013998,10,10.00,"21,982.30","CRC 18,788.50","$3,193.80"
INV-003006,1,1.00,"4,513.27","CRC 1,320.00","$3,193.27"
INV-003771,3,3.00,"9,646.01","CRC 6,454.28","$3,191.73"
INV-011888,1,1.00,"12,300.88","CRC 9,109.27","$3,191.61"
INV-013413,1,1.00,"12,300.88","CRC 9,109.27","$3,191.61"
INV-004376,2,2.00,"12,035.40","CRC 8,847.40","$3,188.00"
INV-003959,1,1.00,"12,212.39","CRC 9,026.40","$3,185.99"
INV-006203,1,1.00,"12,035.40","CRC 8,850.00","$3,185.40"
INV-010542,2,2.00,"10,265.49","CRC 7,081.02","$3,184.47"
INV-014830,1,1.00,"12,123.89","CRC 8,940.16","$3,183.73"
INV-009087,2,2.00,"12,212.39","CRC 9,028.80","$3,183.59"
INV-002292,4,4.00,"11,061.94","CRC 7,878.39","$3,183.55"
INV-015818,2,2.00,"4,601.77","CRC 1,419.00","$3,182.77"
INV-009591,1,1.00,"10,619.47","CRC 7,437.00","$3,182.47"
INV-010003,1,1.00,"10,619.47","CRC 7,437.00","$3,182.47"
INV-008951,1,1.00,"10,088.50","CRC 6,906.53","$3,181.97"
INV-006323,2,2.00,"15,309.74","CRC 12,128.36","$3,181.38"
INV-008789,2,2.00,"15,309.74","CRC 12,128.36","$3,181.38"
INV-009142,2,2.00,"15,309.74","CRC 12,128.36","$3,181.38"
INV-007034,3,3.00,"6,371.68","CRC 3,192.52","$3,179.16"
INV-012763,1,1.00,"6,637.17","CRC 3,458.03","$3,179.14"
INV-001514,1,1.00,"12,035.40","CRC 8,860.50","$3,174.90"
INV-001933,1,1.00,"12,035.40","CRC 8,860.50","$3,174.90"
INV-011892,1,1.00,"12,035.40","CRC 8,860.50","$3,174.90"
INV-014324,1,1.00,"12,035.40","CRC 8,860.50","$3,174.90"
INV-004101,3,3.00,"135,398.22","CRC 132,223.38","$3,174.84"
INV-001844,1,1.00,"12,123.89","CRC 8,950.00","$3,173.89"
INV-002139,4,2.00,"52,123.89","CRC 48,951.56","$3,172.33"
INV-003002,1,1.00,"42,743.36","CRC 39,571.22","$3,172.14"
INV-005201,1,1.00,"12,123.89","CRC 8,951.86","$3,172.03"
INV-007333,1,1.00,"12,123.89","CRC 8,951.86","$3,172.03"
INV-006921,1,1.00,"8,141.59","CRC 4,970.00","$3,171.59"
INV-013176,1,1.00,"8,141.59","CRC 4,970.00","$3,171.59"
INV-000214,2,2.00,"30,088.50","CRC 26,917.32","$3,171.18"
INV-005473,2,1.00,"11,283.18","CRC 8,115.18","$3,168.00"
INV-001275,1,1.00,"20,088.50","CRC 16,921.51","$3,166.99"
INV-002074,1,1.00,"11,415.93","CRC 8,250.00","$3,165.93"
INV-009401,1,1.00,"11,415.93","CRC 8,250.00","$3,165.93"
INV-007134,2,2.00,"18,969.91","CRC 15,805.00","$3,164.91"
INV-014540,1,1.00,"7,964.60","CRC 4,800.00","$3,164.60"
INV-015967,2,2.00,"8,318.59","CRC 5,154.00","$3,164.59"
INV-013183,1,1.00,"12,123.89","CRC 8,960.37","$3,163.52"
INV-005767,1,1.00,"7,079.65","CRC 3,916.80","$3,162.85"
INV-003178,2,2.00,"5,752.21","CRC 2,589.50","$3,162.71"
INV-012726,1,1.00,"16,201.77","CRC 13,041.00","$3,160.77"
INV-008249,2,2.00,"4,424.78","CRC 1,265.00","$3,159.78"
INV-007109,1,1.00,"10,265.49","CRC 7,107.40","$3,158.09"
INV-014184,1,1.00,"15,957.52","CRC 12,800.00","$3,157.52"
INV-004220,1,1.00,"14,292.04","CRC 11,135.67","$3,156.37"
INV-000200,4,4.00,"13,008.85","CRC 9,854.06","$3,154.79"
INV-005959,1,1.00,"11,504.42","CRC 8,350.00","$3,154.42"
INV-000323,1,1.00,"5,132.74","CRC 1,980.00","$3,152.74"
INV-005200,1,1.00,"12,035.40","CRC 8,886.18","$3,149.22"
INV-007141,1,1.00,"12,035.40","CRC 8,886.18","$3,149.22"
INV-012709,1,1.00,"12,035.40","CRC 8,886.18","$3,149.22"
INV-016730,1,1.00,"9,525.66","CRC 6,376.52","$3,149.14"
INV-005733,2,2.00,"11,858.41","CRC 8,709.40","$3,149.01"
INV-009369,1,1.00,"12,123.89","CRC 8,975.26","$3,148.63"
INV-013923,1,1.00,"12,123.89","CRC 8,975.26","$3,148.63"
INV-010284,2,2.00,"11,681.42","CRC 8,533.00","$3,148.42"
INV-000814,2,2.00,"9,380.53","CRC 6,232.34","$3,148.19"
INV-000951,2,2.00,"9,380.53","CRC 6,232.34","$3,148.19"
INV-012574,2,2.00,"14,410.62","CRC 11,263.00","$3,147.62"
INV-000786,1,1.00,"11,946.90","CRC 8,800.00","$3,146.90"
INV-001351,1,1.00,"11,946.90","CRC 8,800.00","$3,146.90"
INV-007089,1,1.00,"11,946.90","CRC 8,800.00","$3,146.90"
INV-010381,4,4.00,"9,734.51","CRC 6,588.40","$3,146.11"
INV-016173,2,2.00,"6,637.17","CRC 3,492.50","$3,144.67"
INV-002227,1,1.00,"12,123.89","CRC 8,980.00","$3,143.89"
INV-001067,2,2.00,"11,681.42","CRC 8,537.60","$3,143.82"
INV-017198,1,1.00,"10,035.00","CRC 6,891.74","$3,143.26"
INV-015755,1,1.00,"8,141.59","CRC 4,998.47","$3,143.12"
INV-016877,1,1.00,"8,996.00","CRC 5,853.10","$3,142.90"
INV-003681,2,2.00,"13,628.32","CRC 10,486.00","$3,142.32"
INV-003836,3,1.00,"10,176.99","CRC 7,035.00","$3,141.99"
INV-012176,2,2.00,"8,141.59","CRC 5,000.00","$3,141.59"
INV-014922,2,1.00,"10,840.70","CRC 7,700.50","$3,140.20"
INV-013206,1,1.00,"14,039.82","CRC 10,900.00","$3,139.82"
INV-003216,1,1.00,"12,035.40","CRC 8,897.31","$3,138.09"
INV-012561,1,1.00,"12,035.40","CRC 8,897.31","$3,138.09"
INV-010097,4,4.00,"8,849.56","CRC 5,712.00","$3,137.56"
INV-010231,4,4.00,"8,849.56","CRC 5,712.00","$3,137.56"
INV-010515,4,4.00,"8,849.56","CRC 5,712.00","$3,137.56"
INV-011075,4,4.00,"8,849.56","CRC 5,712.00","$3,137.56"
INV-008592,1,1.00,"11,946.90","CRC 8,810.00","$3,136.90"
INV-009857,1,1.00,"11,946.90","CRC 8,810.00","$3,136.90"
INV-002055,1,1.00,"12,035.40","CRC 8,900.00","$3,135.40"
INV-004496,1,1.00,"12,035.40","CRC 8,900.00","$3,135.40"
INV-010569,1,1.00,"15,876.11","CRC 12,742.56","$3,133.55"
INV-006359,4,4.00,"15,794.69","CRC 12,662.00","$3,132.69"
INV-006934,3,3.00,"12,831.85","CRC 9,700.00","$3,131.85"
INV-004703,16,16.00,"8,495.58","CRC 5,364.64","$3,130.94"
INV-003016,3,3.00,"10,088.50","CRC 6,958.38","$3,130.12"
INV-003392,1,1.00,"11,858.41","CRC 8,730.53","$3,127.88"
INV-001967,1,1.00,"5,132.74","CRC 2,007.50","$3,125.24"
INV-003742,1,1.00,"5,132.74","CRC 2,007.50","$3,125.24"
INV-008972,1,1.00,"5,132.74","CRC 2,007.50","$3,125.24"
INV-016099,2,2.00,"7,653.10","CRC 4,532.62","$3,120.48"
INV-011554,1,1.00,"14,039.82","CRC 10,920.00","$3,119.82"
INV-013677,1,1.00,"10,619.47","CRC 7,500.00","$3,119.47"
INV-015031,2,2.00,"11,681.42","CRC 8,562.00","$3,119.42"
INV-009747,1,1.00,"12,017.70","CRC 8,900.00","$3,117.70"
INV-000380,1,1.00,"19,557.52","CRC 16,440.48","$3,117.04"
INV-000496,1,1.00,"19,557.52","CRC 16,440.48","$3,117.04"
INV-000300,1,1.00,"23,628.32","CRC 20,514.47","$3,113.85"
INV-014293,1,1.00,"15,713.27","CRC 12,600.00","$3,113.27"
INV-001942,1,1.00,"11,946.90","CRC 8,835.67","$3,111.23"
INV-006002,2,2.00,"7,610.62","CRC 4,500.00","$3,110.62"
INV-016619,1,1.00,"8,141.59","CRC 5,037.00","$3,104.59"
INV-017021,1,1.00,"8,141.59","CRC 5,037.00","$3,104.59"
INV-012033,2,2.00,"11,504.42","CRC 8,400.00","$3,104.42"
INV-012874,1,1.00,"10,761.06","CRC 7,658.00","$3,103.06"
INV-001231,1,1.00,"12,654.87","CRC 9,554.30","$3,100.57"
INV-001944,1,1.00,"12,654.87","CRC 9,554.30","$3,100.57"
INV-002380,1,1.00,"12,654.87","CRC 9,554.30","$3,100.57"
INV-003492,1,1.00,"12,654.87","CRC 9,554.30","$3,100.57"
INV-001423,2,2.00,"67,079.64","CRC 63,981.38","$3,098.26"
INV-005509,5,1.00,"13,097.35","CRC 10,000.00","$3,097.35"
INV-005511,5,1.00,"13,097.35","CRC 10,000.00","$3,097.35"
INV-008541,1,1.00,"11,769.91","CRC 8,673.00","$3,096.91"
INV-015779,1,1.00,"4,400.00","CRC 1,303.50","$3,096.50"
INV-011323,3,1.00,"8,996.46","CRC 5,900.00","$3,096.46"
INV-012020,8,2.00,"8,060.17","CRC 4,964.07","$3,096.10"
INV-011838,5,5.00,"27,318.58","CRC 24,224.76","$3,093.82"
INV-005833,2,2.00,"11,327.44","CRC 8,233.80","$3,093.64"
INV-004749,3,1.00,"10,000.00","CRC 6,906.53","$3,093.47"
INV-010041,1,1.00,"4,247.79","CRC 1,155.00","$3,092.79"
INV-002662,6,6.00,"10,442.48","CRC 7,350.37","$3,092.11"
INV-009121,1,1.00,"7,079.65","CRC 3,990.00","$3,089.65"
INV-001240,4,4.00,"16,017.70","CRC 12,929.42","$3,088.28"
INV-015240,1,1.00,"4,884.96","CRC 1,798.50","$3,086.46"
INV-005057,4,4.10,"10,415.93","CRC 7,331.00","$3,084.93"
INV-005123,1,1.00,"11,681.42","CRC 8,597.30","$3,084.12"
INV-012976,1,1.00,"15,794.69","CRC 12,711.86","$3,082.83"
INV-011611,1,1.00,"15,713.27","CRC 12,631.18","$3,082.09"
INV-014369,3,1.00,"13,189.38","CRC 10,109.60","$3,079.78"
INV-001972,5,3.00,"9,734.51","CRC 6,655.87","$3,078.64"
INV-003660,1,1.00,"8,849.56","CRC 5,772.00","$3,077.56"
INV-011023,1,1.00,"7,876.11","CRC 4,800.00","$3,076.11"
INV-015405,1,1.00,"7,876.11","CRC 4,800.00","$3,076.11"
INV-001198,1,1.00,"11,495.58","CRC 8,420.00","$3,075.58"
INV-001184,2,2.00,"13,274.34","CRC 10,200.00","$3,074.34"
INV-011592,1,1.00,"11,769.91","CRC 8,696.00","$3,073.91"
INV-014407,1,1.00,"11,769.91","CRC 8,696.00","$3,073.91"
INV-009297,2,2.00,"8,761.06","CRC 5,687.54","$3,073.52"
INV-015492,5,1.00,"10,513.28","CRC 7,440.15","$3,073.13"
INV-013215,2,2.00,"11,415.93","CRC 8,345.47","$3,070.46"
INV-001253,4,2.00,"33,681.42","CRC 30,615.65","$3,065.77"
INV-011901,1,1.00,"5,292.04","CRC 2,227.50","$3,064.54"
INV-007691,2,2.00,"11,592.92","CRC 8,528.70","$3,064.22"
INV-010767,2,2.00,"11,592.92","CRC 8,528.70","$3,064.22"
INV-015382,3,1.00,"5,017.70","CRC 1,954.86","$3,062.84"
INV-003930,3,1.00,"9,823.01","CRC 6,760.39","$3,062.62"
INV-002533,4,4.00,"10,973.45","CRC 7,912.00","$3,061.45"
INV-002859,2,2.00,"6,725.66","CRC 3,664.63","$3,061.03"
INV-013164,2,2.00,"17,044.25","CRC 13,984.00","$3,060.25"
INV-012600,2,2.00,"14,166.37","CRC 11,106.45","$3,059.92"
INV-003381,1,1.00,"13,871.68","CRC 10,811.97","$3,059.71"
INV-010118,2,2.00,"8,849.56","CRC 5,790.00","$3,059.56"
INV-012143,2,2.00,"8,849.56","CRC 5,790.00","$3,059.56"
INV-002749,1,1.00,"11,592.92","CRC 8,533.89","$3,059.03"
INV-007142,1,1.00,"11,681.42","CRC 8,623.30","$3,058.12"
INV-013565,1,1.00,"11,681.42","CRC 8,623.30","$3,058.12"
INV-015437,1,1.00,"11,681.42","CRC 8,623.30","$3,058.12"
INV-005272,1,1.00,"11,769.91","CRC 8,713.83","$3,056.08"
INV-008362,1,1.00,"11,681.42","CRC 8,628.31","$3,053.11"
INV-011119,2,2.00,"15,631.86","CRC 12,580.00","$3,051.86"
INV-003408,4,4.00,"10,973.45","CRC 7,922.00","$3,051.45"
INV-007021,4,4.00,"10,973.45","CRC 7,922.00","$3,051.45"
INV-011900,4,4.00,"10,973.45","CRC 7,922.00","$3,051.45"
INV-003116,5,5.00,"11,433.62","CRC 8,382.92","$3,050.70"
INV-009606,1,1.00,"15,550.44","CRC 12,500.00","$3,050.44"
INV-002825,1,1.00,"8,849.56","CRC 5,800.00","$3,049.56"
INV-015199,3,3.00,"11,238.94","CRC 8,190.13","$3,048.81"
INV-010104,1,1.00,"15,550.44","CRC 12,501.67","$3,048.77"
INV-012702,1,1.00,"15,550.44","CRC 12,501.67","$3,048.77"
INV-003699,1,1.00,"11,592.92","CRC 8,546.40","$3,046.52"
INV-013389,4,4.00,"11,061.95","CRC 8,016.00","$3,045.95"
INV-010602,1,1.00,"11,592.92","CRC 8,548.08","$3,044.84"
INV-004476,2,2.00,"7,876.11","CRC 4,831.72","$3,044.39"
INV-002346,1,1.00,"11,592.92","CRC 8,550.00","$3,042.92"
INV-002223,1,1.00,"11,504.42","CRC 8,468.01","$3,036.41"
INV-013317,5,5.00,"13,840.71","CRC 10,805.00","$3,035.71"
INV-009421,1,1.00,"11,504.42","CRC 8,468.93","$3,035.49"
INV-005560,3,3.00,"5,929.19","CRC 2,895.52","$3,033.67"
INV-010817,1,1.00,"4,424.78","CRC 1,391.50","$3,033.28"
INV-014448,1,1.00,"4,424.78","CRC 1,391.50","$3,033.28"
INV-000854,3,3.00,"18,407.08","CRC 15,374.77","$3,032.31"
INV-006301,1,1.00,"16,814.16","CRC 13,782.44","$3,031.72"
INV-002743,1,1.00,"4,955.75","CRC 1,925.00","$3,030.75"
INV-007802,5,5.00,"13,274.33","CRC 10,245.79","$3,028.54"
INV-003380,1,1.00,"13,703.54","CRC 10,675.01","$3,028.53"
INV-006851,1,1.00,"11,592.92","CRC 8,564.98","$3,027.94"
INV-008694,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-009269,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-009611,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-009645,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-010591,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-012488,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-012949,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-015178,1,1.00,"11,327.43","CRC 8,300.00","$3,027.43"
INV-001186,6,6.00,"34,424.77","CRC 31,403.50","$3,021.27"
INV-009648,1,1.00,"11,592.92","CRC 8,571.68","$3,021.24"
INV-015420,1,1.00,"11,592.92","CRC 8,571.68","$3,021.24"
INV-010836,2,2.00,"15,132.74","CRC 12,114.00","$3,018.74"
INV-001715,1,1.00,"11,415.93","CRC 8,397.72","$3,018.21"
INV-002880,1,1.00,"11,415.93","CRC 8,397.72","$3,018.21"
INV-005499,5,5.00,"13,362.83","CRC 10,344.79","$3,018.04"
INV-006027,1,1.00,"4,601.77","CRC 1,584.00","$3,017.77"
INV-015926,1,1.00,"4,601.77","CRC 1,584.00","$3,017.77"
INV-007061,2,2.00,"4,424.78","CRC 1,408.00","$3,016.78"
INV-002578,4,2.00,"18,318.59","CRC 15,302.62","$3,015.97"
INV-013437,3,1.00,"7,815.93","CRC 4,800.00","$3,015.93"
INV-005140,2,2.00,"4,247.79","CRC 1,232.00","$3,015.79"
INV-004530,2,2.00,"22,123.89","CRC 19,108.60","$3,015.29"
INV-014935,2,2.00,"3,893.81",CRC 880.00,"$3,013.81"
INV-005590,3,1.00,"7,610.62","CRC 4,600.00","$3,010.62"
INV-009361,2,2.00,"11,769.91","CRC 8,759.41","$3,010.50"
INV-013020,3,3.00,"11,858.41","CRC 8,849.14","$3,009.27"
INV-008366,2,2.00,"5,398.23","CRC 2,389.84","$3,008.39"
INV-010645,2,2.00,"11,150.44","CRC 8,142.16","$3,008.28"
INV-013198,4,1.00,"8,008.85","CRC 5,000.89","$3,007.96"
INV-014692,2,2.00,"11,327.43","CRC 8,321.40","$3,006.03"
INV-009288,1,1.00,"16,805.31","CRC 13,800.00","$3,005.31"
INV-014024,1,1.00,"11,504.42","CRC 8,500.00","$3,004.42"
INV-016017,1,1.00,"7,699.12","CRC 4,695.00","$3,004.12"
INV-016755,2,2.00,"8,223.01","CRC 5,220.02","$3,002.99"
INV-009899,1,1.00,"11,504.42","CRC 8,502.86","$3,001.56"
INV-001382,4,4.00,"20,973.45","CRC 17,972.09","$3,001.36"
INV-005749,5,5.00,"17,699.12","CRC 14,697.90","$3,001.22"
INV-016270,1,1.00,"6,513.27","CRC 3,515.16","$2,998.11"
INV-000254,2,2.00,"33,796.46","CRC 30,800.00","$2,996.46"
INV-010285,2,2.00,"8,849.56","CRC 5,854.80","$2,994.76"
INV-008560,1,1.00,"15,306.19","CRC 12,312.52","$2,993.67"
INV-013019,1,1.00,"11,415.93","CRC 8,422.40","$2,993.53"
INV-008906,1,1.00,"15,143.36","CRC 12,150.00","$2,993.36"
INV-011536,1,1.00,"15,143.36","CRC 12,150.00","$2,993.36"
INV-015524,8,2.00,"5,617.70","CRC 2,626.00","$2,991.70"
INV-008796,1,1.00,"16,566.37","CRC 13,575.00","$2,991.37"
INV-001528,1,1.00,"4,513.27","CRC 1,523.50","$2,989.77"
INV-016310,1,1.00,"7,787.61","CRC 4,800.00","$2,987.61"
INV-017286,1,1.00,"7,787.61","CRC 4,800.00","$2,987.61"
INV-008820,2,2.00,"11,150.44","CRC 8,163.12","$2,987.32"
INV-002819,1,1.00,"5,309.73","CRC 2,322.83","$2,986.90"
INV-005443,2,2.00,"11,504.42","CRC 8,518.40","$2,986.02"
INV-002043,2,2.00,"12,035.40","CRC 9,050.00","$2,985.40"
INV-000668,1,1.00,"10,884.96","CRC 7,900.00","$2,984.96"
INV-000993,1,1.00,"10,884.96","CRC 7,900.00","$2,984.96"
INV-007431,5,5.00,"12,212.39","CRC 9,230.02","$2,982.37"
INV-010670,1,1.00,"14,980.53","CRC 12,000.00","$2,980.53"
INV-011276,1,1.00,"11,327.43","CRC 8,348.94","$2,978.49"
INV-009358,1,1.00,"4,380.53","CRC 1,402.50","$2,978.03"
INV-002100,1,1.00,"11,327.43","CRC 8,349.96","$2,977.47"
INV-005422,1,1.00,"11,327.43","CRC 8,349.96","$2,977.47"
INV-000806,2,2.00,"11,238.94","CRC 8,261.75","$2,977.19"
INV-001127,2,2.00,"26,725.66","CRC 23,751.92","$2,973.74"
INV-008391,3,3.00,"12,743.37","CRC 9,771.67","$2,971.70"
INV-006585,6,6.00,"15,752.21","CRC 12,780.65","$2,971.56"
INV-005001,7,7.00,"17,787.61","CRC 14,817.68","$2,969.93"
INV-010617,3,3.00,"9,292.03","CRC 6,322.56","$2,969.47"
INV-011351,1,1.00,"8,495.58","CRC 5,526.55","$2,969.03"
INV-015665,1,1.00,"8,495.58","CRC 5,526.55","$2,969.03"
INV-014246,2,2.00,"6,725.67","CRC 3,756.65","$2,969.02"
INV-002246,1,1.00,"11,238.94","CRC 8,270.02","$2,968.92"
INV-002891,1,1.00,"11,238.94","CRC 8,270.02","$2,968.92"
INV-004104,1,1.00,"11,238.94","CRC 8,270.49","$2,968.45"
INV-010544,2,2.00,"14,654.86","CRC 11,687.00","$2,967.86"
INV-013154,10,10.00,"11,946.90","CRC 8,980.00","$2,966.90"
INV-002925,3,1.00,"9,646.02","CRC 6,679.55","$2,966.47"
INV-012277,6,6.00,"20,923.89","CRC 17,958.35","$2,965.54"
INV-004838,2,2.00,"11,946.90","CRC 8,982.00","$2,964.90"
INV-003936,2,2.00,"11,150.44","CRC 8,185.60","$2,964.84"
INV-004595,2,2.00,"11,150.44","CRC 8,185.60","$2,964.84"
INV-005465,2,2.00,"11,150.44","CRC 8,185.60","$2,964.84"
INV-005940,2,2.00,"11,150.44","CRC 8,185.60","$2,964.84"
INV-002564,1,1.00,"11,327.43","CRC 8,362.91","$2,964.52"
